"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svr_wstg","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","svr_wasting_percent","wasting_percent","stunting_percent","svrly_stunted_percent","underweight_percent","svrly_underweight_percent","low_birth_weight_percent"
"Jan","Maharashtra","Parbhani","Palam",1256,1142,30,149,152,753,17,0.47,2.81,37.59,17.90,12.51,2.10,21.79
"Jan","Maharashtra","Parbhani","Parbhani",4783,3420,425,948,850,3029,75,2.14,6.91,41.15,17.16,16.40,3.59,23.58
"Jan","Maharashtra","Parbhani","Pathri",1318,789,86,207,208,826,24,1.68,5.72,41.10,15.39,18.01,3.62,30.00
"Jan","Maharashtra","Parbhani","Purna",1504,943,50,198,190,766,27,0.71,3.53,34.81,13.42,10.29,2.05,24.55
"Jan","Maharashtra","Parbhani","Sailu",1653,1370,59,213,227,912,20,0.89,4.08,45.34,20.55,15.71,3.13,25.00
"Jan","Maharashtra","Parbhani","Sonpeth",539,415,33,115,95,321,9,1.01,4.53,29.21,12.71,11.81,2.70,15.52
"Jan","Maharashtra","Pune","Ambegaon",1516,867,55,280,215,1033,13,0.58,3.54,25.16,9.16,11.05,1.90,9.56
"Jan","Maharashtra","Pune","Baramati",2593,1147,206,519,273,1302,21,0.96,3.38,17.41,5.34,6.76,1.17,6.31
"Jan","Maharashtra","Pune","Bhor",804,294,85,232,95,528,20,1.05,3.91,13.53,3.62,7.10,1.08,16.95
"Jan","Maharashtra","Pune","Daund",2367,739,89,339,170,949,40,0.39,1.88,13.60,3.24,4.57,0.69,12.20
"Jan","Maharashtra","Pune","Haveli",14186,6721,1267,3283,1786,8225,96,1.56,5.61,25.73,8.27,11.37,2.03,13.91
"Jan","Maharashtra","Pune","Indapur",3003,1511,93,475,283,1585,22,0.47,2.85,22.65,7.58,7.91,1.20,8.46
"Jan","Maharashtra","Pune","Junnar",3318,1606,132,435,351,1660,38,0.70,2.99,25.96,8.47,10.14,1.77,15.77
"Jan","Maharashtra","Pune","Khed",4026,1760,101,489,300,1739,23,0.39,2.27,22.27,6.77,7.34,1.08,11.44
"Jan","Maharashtra","Pune","Mawal",1857,640,53,278,133,813,20,0.26,1.65,12.42,3.18,4.52,0.63,8.89
"Jan","Maharashtra","Pune","Mulshi",748,218,25,92,58,461,2,0.22,1.05,8.66,1.95,4.04,0.45,1.77
"Jan","Maharashtra","Pune","Pune",1384,863,199,461,322,1196,13,3.47,11.52,39.21,15.06,23.47,4.98,24.07
"Jan","Maharashtra","Pune","Pune City",9118,4891,1125,3196,1155,5889,51,2.58,9.90,32.02,11.18,14.75,2.42,16.19
"Jan","Maharashtra","Pune","Purandhar",1457,607,20,127,104,535,7,0.20,1.50,20.99,6.17,6.13,1.00,5.51
"Jan","Maharashtra","Pune","Shirur",1897,771,34,178,131,842,18,0.14,0.89,11.26,3.25,3.93,0.53,8.07
"Jan","Maharashtra","Pune","Velhe",433,245,30,93,50,250,2,1.44,5.91,32.55,11.76,13.72,2.29,8.00
"Jan","Maharashtra","Raigad","Alibag",1443,581,59,222,171,594,20,0.70,3.36,24.16,6.94,8.30,1.86,17.54
"Jan","Maharashtra","Raigad","Karjat",2125,1384,113,359,443,1320,24,1.27,5.29,39.26,15.49,17.15,4.31,16.55
"Jan","Maharashtra","Raigad","Khalapur",1051,651,45,152,141,509,20,0.76,3.31,28.60,10.94,9.41,2.04,20.20
"Jan","Maharashtra","Raigad","Mahad",1187,563,46,201,170,740,12,0.75,4.03,28.50,9.17,13.40,2.50,13.64
"Jan","Maharashtra","Raigad","Mangaon",654,427,72,131,84,399,9,1.58,4.45,23.67,9.35,8.87,1.54,14.06
"Jan","Maharashtra","Raigad","Mhasla",260,181,25,82,64,241,1,1.91,8.17,33.61,13.80,19.60,4.11,4.17
"Jan","Maharashtra","Raigad","Murud",426,110,5,59,36,194,5,0.18,2.28,19.09,3.92,7.96,1.25,9.26
"Jan","Maharashtra","Raigad","Panvel",2066,678,32,192,174,705,21,0.14,0.99,12.19,3.01,3.48,0.69,7.09
"Jan","Maharashtra","Raigad","Pen",653,205,28,114,62,288,24,0.34,1.70,10.27,2.45,3.87,0.69,18.90
"Jan","Maharashtra","Raigad","Poladpur",214,110,18,59,44,139,3,1.38,5.89,24.68,8.38,13.46,3.24,21.43
"Jan","Maharashtra","Raigad","Roha",792,402,30,110,107,517,14,0.58,2.71,23.12,7.78,8.51,1.46,16.87
"Jan","Maharashtra","Raigad","Shrivardhan",509,251,19,77,58,204,6,0.61,3.08,24.41,8.06,7.60,1.68,11.76
"Jan","Maharashtra","Raigad","Sudhagad",298,217,9,32,72,290,12,0.68,3.11,39.04,16.45,12.59,2.50,36.36
"Jan","Maharashtra","Raigad","Tala",246,122,8,31,26,94,2,0.72,3.52,33.21,11.01,10.53,2.28,33.33
"Jan","Maharashtra","Raigad","Uran",970,279,10,71,40,305,4,0.15,1.22,18.83,4.21,5.05,0.59,3.85
"Jan","Maharashtra","Ratnagiri","Chiplun",1643,709,19,141,141,897,8,0.23,1.93,28.36,8.55,10.88,1.48,6.45
"Jan","Maharashtra","Ratnagiri","Dapoli",1394,611,33,217,154,837,15,0.48,3.65,29.24,8.91,14.09,2.19,22.06
"Jan","Maharashtra","Ratnagiri","Guhagar",818,426,25,122,81,449,17,0.53,3.09,26.11,8.94,10.25,1.57,25.37
"Jan","Maharashtra","Ratnagiri","Khed",1032,446,34,193,117,643,11,0.54,3.63,23.63,7.13,11.30,1.74,13.10
"Jan","Maharashtra","Ratnagiri","Lanja",868,420,30,189,130,608,10,0.78,5.70,33.50,10.92,18.25,3.22,13.70
"Jan","Maharashtra","Ratnagiri","Mandangad",506,267,14,100,58,334,1,0.59,4.83,32.75,11.31,15.62,2.31,4.55
"Jan","Maharashtra","Ratnagiri","Rajapur",1209,708,27,196,143,793,9,0.55,4.52,38.81,14.33,17.91,2.74,18.00
"Jan","Maharashtra","Ratnagiri","Ratnagiri",3390,1388,133,520,352,1917,28,0.82,4.04,29.57,8.59,12.81,1.99,13.93
"Jan","Maharashtra","Ratnagiri","Sangameshwar",1102,478,17,185,129,764,19,0.27,3.21,25.06,7.58,13.32,1.92,17.12
"Jan","Maharashtra","Sangli","Atpadi",1478,782,68,291,147,858,13,0.82,4.35,27.37,9.47,11.85,1.73,16.88
"Jan","Maharashtra","Sangli","Jat",2280,764,68,516,214,921,18,0.39,3.33,17.33,4.35,6.03,1.14,7.50
"Jan","Maharashtra","Sangli","Kadegaon",499,139,15,117,40,246,7,0.22,1.92,9.29,2.02,3.64,0.51,5.60
"Jan","Maharashtra","Sangli","Kavathemahankal",969,407,44,156,92,410,12,0.44,2.01,13.82,4.09,4.60,0.84,9.60
"Jan","Maharashtra","Sangli","Khanapur (Vita)",648,302,34,167,70,371,1,0.58,3.46,16.33,5.19,7.22,1.15,1.92
"Jan","Maharashtra","Sangli","Miraj",1699,540,59,256,109,634,13,0.41,2.17,15.40,3.71,5.02,0.74,9.15
"Jan","Maharashtra","Sangli","Palus",823,285,81,255,111,594,18,1.06,4.38,14.45,3.72,7.46,1.17,16.22
"Jan","Maharashtra","Sangli","Sangli",4656,2153,441,1083,559,2889,60,2.00,6.92,30.86,9.76,14.96,2.42,19.35
"Jan","Maharashtra","Sangli","Shirala",727,421,9,150,72,341,13,0.13,2.37,17.11,6.28,5.12,0.89,10.57
"Jan","Maharashtra","Sangli","Tasgaon",1065,338,23,132,85,434,20,0.22,1.49,13.49,3.25,4.38,0.72,12.05
"Jan","Maharashtra","Sangli","Walwa",2263,740,46,334,145,906,21,0.26,2.14,16.94,4.17,5.51,0.76,8.08
"Jan","Maharashtra","Satara","Jaoli",696,490,18,65,60,265,4,0.46,2.14,30.61,12.65,7.68,1.42,7.69
"Jan","Maharashtra","Satara","Karad",3344,1902,97,492,381,2003,34,0.45,2.73,24.24,8.79,9.00,1.44,10.93
"Jan","Maharashtra","Satara","Khandala",1085,426,14,127,86,476,6,0.16,1.65,17.67,4.98,5.95,0.91,5.66
"Jan","Maharashtra","Satara","Khatav",1771,1028,60,191,160,741,22,0.50,2.10,23.40,8.60,7.00,1.24,14.67
"Jan","Maharashtra","Satara","Koregaon",1402,575,26,145,103,592,6,0.23,1.54,17.75,5.16,5.81,0.86,5.04
"Jan","Maharashtra","Satara","Mahabaleshwar",236,110,11,28,17,106,4,0.72,2.55,22.60,7.18,6.56,0.91,10.26
"Jan","Maharashtra","Satara","Man",1606,700,60,246,149,775,27,0.61,3.12,23.51,7.14,8.48,1.37,19.15
"Jan","Maharashtra","Satara","Patan",1894,1014,74,323,192,980,19,0.70,3.74,27.35,9.54,10.41,1.71,13.97
"Jan","Maharashtra","Satara","Phaltan",2369,998,22,164,142,863,23,0.12,1.03,18.69,5.54,5.43,0.77,10.41
"Jan","Maharashtra","Satara","Satara",4133,2067,199,662,439,2091,44,0.85,3.66,26.32,8.78,9.45,1.64,13.37
"Jan","Maharashtra","Satara","Wai",1107,625,15,154,103,517,11,0.21,2.32,23.80,8.59,7.70,1.28,11.34
"Jan","Maharashtra","Sindhudurg","Devgad",783,578,14,149,132,589,6,0.45,5.25,43.65,18.54,21.41,3.92,13.64
"Jan","Maharashtra","Sindhudurg","Dodamarg",458,282,8,84,63,316,4,0.40,4.64,37.32,14.22,18.64,3.10,28.57
"Jan","Maharashtra","Sindhudurg","Kankavli",843,548,33,229,148,607,9,0.84,6.66,35.28,13.90,17.61,3.45,17.65
"Jan","Maharashtra","Sindhudurg","Kudal",1240,961,36,192,163,832,14,0.64,4.05,39.02,17.04,17.14,2.81,19.18
"Jan","Maharashtra","Sindhudurg","Malwan",558,404,17,142,86,398,8,0.60,5.60,33.75,14.18,16.51,2.93,19.05
"Jan","Maharashtra","Sindhudurg","Sawantwadi",983,750,31,168,149,679,9,0.68,4.34,37.72,16.33,17.41,3.13,15.00
"Jan","Maharashtra","Sindhudurg","Vaibhavvadi",260,277,10,69,48,200,6,0.76,5.98,40.56,20.92,18.26,3.53,35.29
"Jan","Maharashtra","Sindhudurg","Vengurla",539,508,18,100,66,335,6,0.71,4.62,40.87,19.83,15.05,2.48,15.38
"Jan","Maharashtra","Solapur","Akkalkot",3805,1901,103,395,278,1490,22,0.63,3.04,34.81,11.60,10.54,1.66,11.34
"Jan","Maharashtra","Solapur","Barshi",5151,3143,255,864,641,2813,43,1.16,5.11,37.79,14.32,13.25,2.46,12.25
"Jan","Maharashtra","Solapur","Karmala",2109,1276,53,215,133,771,20,0.47,2.37,29.95,11.29,6.97,1.03,14.29
"Jan","Maharashtra","Solapur","Madha",2620,1205,76,446,266,1349,27,0.47,3.23,23.64,7.45,8.38,1.38,12.00
"Jan","Maharashtra","Solapur","Malshiras",2917,1284,101,430,264,1742,37,0.38,2.02,15.98,4.88,5.88,0.77,9.39
"Jan","Maharashtra","Solapur","Mangalvedhe",1900,946,124,274,160,620,24,1.07,3.43,24.50,8.14,5.89,1.21,16.55
"Jan","Maharashtra","Solapur","Mohol",3233,1773,100,412,203,1153,39,0.52,2.69,26.24,9.29,6.47,0.97,14.55
"Jan","Maharashtra","Solapur","Pandharpur",3449,1537,343,725,320,1709,48,1.20,3.75,17.49,5.39,6.05,0.95,11.59
"Jan","Maharashtra","Solapur","Sangole",1790,958,76,293,132,797,36,0.58,2.83,21.05,7.34,6.31,0.90,15.52
"Jan","Maharashtra","Solapur","Solapur North",4738,3113,401,988,719,2891,77,1.87,6.46,36.49,14.47,14.06,2.80,22.45
"Jan","Maharashtra","Solapur","Solapur South",3894,2009,167,672,419,1972,26,0.96,4.84,34.02,11.58,12.42,2.18,9.89
"Jan","Maharashtra","Thane","Ambarnath",4146,1806,342,1168,511,2502,32,1.69,7.48,29.47,8.94,13.95,2.37,15.61
"Jan","Maharashtra","Thane","Bhiwandi",10767,6201,651,2002,1791,6451,87,1.37,5.57,35.53,12.98,15.72,3.42,18.24
"Jan","Maharashtra","Thane","Kalyan",4738,2070,395,1284,628,3015,33,1.53,6.51,26.39,8.02,13.17,2.27,15.35
"Jan","Maharashtra","Thane","Murbad",2971,1912,50,359,431,1753,29,0.38,3.14,37.39,14.64,16.58,3.27,15.51
"Jan","Maharashtra","Thane","Shahapur",5149,4510,172,841,1197,4543,64,0.90,5.28,50.27,23.47,27.49,5.73,23.36
"Jan","Maharashtra","Thane","Thane",13373,5410,1312,4713,2087,10052,106,1.87,8.61,26.81,7.72,14.50,2.49,16.11
"Jan","Maharashtra","Thane","Ulhasnagar",2211,1998,303,581,449,1582,16,3.46,10.09,47.83,22.71,22.19,4.91,19.28
"Jan","Maharashtra","Wardha","Arvi",775,755,64,155,234,777,21,2.00,6.85,47.75,23.56,18.33,4.24,24.71
"Jan","Maharashtra","Wardha","Ashti",753,407,27,115,138,444,11,0.85,4.46,36.44,12.79,15.09,3.58,20.75
"Jan","Maharashtra","Wardha","Deoli",695,647,24,97,202,808,11,0.79,3.98,44.07,21.25,17.64,3.53,11.58
"Jan","Maharashtra","Wardha","Hinganghat",1732,1651,42,162,273,1005,18,0.65,3.14,52.08,25.42,18.51,3.95,15.52
"Jan","Maharashtra","Wardha","Karanja",724,657,64,143,197,644,11,1.86,6.00,40.02,19.04,18.46,4.32,15.94
"Jan","Maharashtra","Wardha","Samudrapur",1388,916,110,324,275,997,16,1.93,7.61,40.39,16.06,18.96,4.10,19.75
"Jan","Maharashtra","Wardha","Seloo",1393,1045,28,136,250,1069,19,0.51,3.01,44.68,19.15,19.60,3.71,19.79
"Jan","Maharashtra","Wardha","Wardha",4262,2581,369,922,787,3033,58,1.76,6.14,32.53,12.27,14.69,3.03,15.72
"Jan","Maharashtra","Washim","Karanja",2711,1850,229,520,492,1670,53,1.66,5.45,33.11,13.43,13.34,3.03,22.46
"Jan","Maharashtra","Washim","Malegaon",1894,715,38,169,173,746,20,0.33,1.78,22.44,6.15,7.29,1.37,13.25
"Jan","Maharashtra","Washim","Mangrulpir",2458,1393,88,262,298,1186,15,0.95,3.77,41.46,15.00,15.31,3.08,10.87
"Jan","Maharashtra","Washim","Manora",2893,1747,52,274,395,1580,29,0.47,2.97,42.22,15.90,15.89,3.18,18.24
"Jan","Maharashtra","Washim","Risod",2189,1227,71,341,318,1355,28,0.77,4.49,37.17,13.35,16.94,3.22,22.22
"Jan","Maharashtra","Washim","Washim",2840,1965,28,159,332,1244,30,0.21,1.40,36.02,14.73,11.76,2.48,17.34
"Jan","Maharashtra","Yavatmal","Arni",2163,1289,55,212,203,946,22,0.55,2.66,34.37,12.83,10.55,1.86,15.17
"Jan","Maharashtra","Yavatmal","Babulgaon",1385,1150,54,249,307,1011,7,1.04,5.85,48.84,22.16,24.79,5.77,8.86
"Jan","Maharashtra","Yavatmal","Darwha",1983,1159,60,229,245,892,23,0.64,3.06,33.23,12.26,10.66,2.30,16.43
"Jan","Maharashtra","Yavatmal","Digras",2255,1824,38,194,268,1049,7,0.48,2.92,51.25,22.92,15.70,3.19,6.48
"Jan","Maharashtra","Yavatmal","Ghatanji",1445,1147,83,253,320,1039,14,1.30,5.26,40.56,17.95,19.15,4.51,13.08
"Jan","Maharashtra","Yavatmal","Kalamb",1180,1226,86,198,311,991,16,1.69,5.60,47.33,24.12,22.73,5.43,23.88
"Jan","Maharashtra","Yavatmal","Kelapur",1772,1575,147,408,421,1323,21,2.02,7.64,45.97,21.63,21.96,5.30,21.21
"Jan","Maharashtra","Yavatmal","Mahagaon",1349,664,55,386,179,598,39,0.47,3.75,17.12,5.65,5.51,1.27,20.53
"Jan","Maharashtra","Yavatmal","Maregaon",1021,960,70,216,212,813,8,1.68,6.84,47.29,22.92,23.22,4.80,15.09
"Jan","Maharashtra","Yavatmal","Ner",1546,938,32,185,181,859,5,0.46,3.13,35.84,13.54,14.36,2.50,5.49
"Jan","Maharashtra","Yavatmal","Pusad",3044,2160,99,456,437,1760,54,0.74,4.18,39.12,16.24,14.08,2.80,20.85
"Jan","Maharashtra","Yavatmal","Ralegaon",1797,1407,67,329,355,1328,6,1.10,6.53,52.78,23.18,26.92,5.68,9.84
"Jan","Maharashtra","Yavatmal","Umarkhed",2059,1479,181,529,317,1118,37,1.41,5.54,27.54,11.51,9.84,2.17,18.05
"Jan","Maharashtra","Yavatmal","Wani",946,543,94,224,174,507,24,1.49,5.04,23.58,8.60,9.19,2.35,22.02
"Jan","Maharashtra","Yavatmal","Yavatmal",5262,4082,464,1212,1258,4269,73,2.26,8.17,45.48,19.87,21.70,4.94,20.22
"Jan","Maharashtra","Yavatmal","Zari-Jamani",806,668,57,171,183,584,4,1.62,6.49,41.95,19.01,19.48,4.65,7.14
"Nov","Maharashtra","Ahmadnagar","Akola",3384,3578,264,749,1022,3230,41,1.99,7.62,52.23,26.84,28.85,6.93,18.81
"Nov","Maharashtra","Ahmadnagar","Jamkhed",1602,951,174,460,325,1173,22,2.01,7.34,29.51,10.99,16.52,3.58,16.18
"Nov","Maharashtra","Ahmadnagar","Karjat",1807,1046,255,596,376,1393,31,2.19,7.32,24.51,8.99,13.78,2.93,13.42
"Nov","Maharashtra","Ahmadnagar","Kopargaon",1874,788,62,290,221,899,18,0.42,2.40,18.12,5.36,7.19,1.42,7.69
"Nov","Maharashtra","Ahmadnagar","Nagar",7014,3638,615,1776,919,4274,92,1.41,5.47,24.33,8.31,11.25,1.99,13.41
"Nov","Maharashtra","Ahmadnagar","Nevasa",3235,1729,126,549,445,1762,31,0.52,2.79,20.50,7.14,8.70,1.75,8.91
"Nov","Maharashtra","Ahmadnagar","Parner",2365,1351,101,372,296,1243,31,0.64,3.00,23.58,8.57,9.34,1.80,12.70
"Nov","Maharashtra","Ahmadnagar","Pathardi",1815,918,79,373,246,978,29,0.60,3.42,20.65,6.94,9.04,1.82,12.95
"Nov","Maharashtra","Ahmadnagar","Rahta",2844,1503,130,581,440,1875,33,0.80,4.36,26.60,9.20,13.63,2.59,12.74
"Nov","Maharashtra","Ahmadnagar","Rahuri",2924,1806,113,388,376,1422,22,0.71,3.16,29.84,11.39,10.90,2.28,8.53
"Nov","Maharashtra","Ahmadnagar","Sangamner",3434,1916,245,749,577,2179,61,0.98,3.97,21.35,7.65,10.35,2.17,15.02
"Nov","Maharashtra","Ahmadnagar","Shevgaon",1800,1124,85,329,217,1007,31,0.61,3.00,21.08,8.10,8.22,1.46,13.90
"Nov","Maharashtra","Ahmadnagar","Shrigonda",2202,1378,69,374,307,1230,21,0.44,2.84,22.91,8.82,9.53,1.90,7.58
"Nov","Maharashtra","Ahmadnagar","Shrirampur",2334,1623,167,426,360,1618,26,1.34,4.75,31.68,12.99,15.40,2.80,13.27
"Nov","Maharashtra","Akola","Akola",5027,3057,478,1037,812,3033,72,1.87,5.93,31.56,11.94,12.19,2.58,12.72
"Nov","Maharashtra","Akola","Akot",1571,1229,130,362,276,1083,22,1.74,6.57,37.31,16.38,15.56,3.16,13.41
"Nov","Maharashtra","Akola","Balapur",1079,952,141,270,204,772,17,2.53,7.37,36.37,17.05,15.52,3.24,15.45
"Nov","Maharashtra","Akola","Barshitakli",1414,1065,133,222,188,859,19,2.30,6.14,42.74,18.36,16.25,2.92,15.57
"Nov","Maharashtra","Akola","Murtijapur",894,648,87,168,137,494,21,1.68,4.92,29.67,12.47,10.58,2.30,21.88
"Nov","Maharashtra","Akola","Patur",1729,1280,186,356,256,830,21,2.46,7.17,39.69,16.88,13.80,3.25,19.09
"Nov","Maharashtra","Akola","Telhara",1457,1095,110,246,215,779,25,1.46,4.73,33.82,14.51,11.16,2.41,16.34
"Nov","Maharashtra","Amravati","Achalpur",3690,2766,682,1036,763,3002,60,3.79,9.54,35.81,15.34,17.35,3.52,15.35
"Nov","Maharashtra","Amravati","Amravati",6094,4003,777,1552,1171,4327,90,3.00,8.98,38.81,15.39,17.45,3.72,18.71
"Nov","Maharashtra","Amravati","Anjangaon Surji",1041,507,52,176,143,626,8,1.12,4.89,33.23,10.88,14.70,2.73,11.59
"Nov","Maharashtra","Amravati","Bhatkuli",1796,1077,93,344,316,1212,15,1.56,7.33,48.16,18.05,24.84,5.14,18.07
"Nov","Maharashtra","Amravati","Chandurbazar",2218,1530,107,304,368,1567,27,1.26,4.85,44.18,18.03,19.92,3.79,15.43
"Nov","Maharashtra","Amravati","Chandur Railway",911,830,39,146,164,614,8,1.10,5.23,49.07,23.39,20.56,4.33,12.12
"Nov","Maharashtra","Amravati","Chikhaldara",1941,2274,140,346,706,2082,22,2.34,8.13,70.26,37.91,42.97,10.88,16.06
"Nov","Maharashtra","Amravati","Daryapur",1858,1119,103,298,272,1188,12,1.60,6.23,46.23,17.38,21.93,4.08,14.63
"Nov","Maharashtra","Amravati","Dhamangaon Railway",1629,1297,80,304,316,1099,14,1.47,7.03,53.53,23.73,24.93,5.57,15.38
"Nov","Maharashtra","Amravati","Dharni",2303,3446,143,489,1138,2614,52,1.78,7.85,71.22,42.69,43.39,13.16,22.91
"Nov","Maharashtra","Amravati","Morshi",1501,1073,91,223,293,1051,22,1.59,5.49,44.90,18.72,19.42,4.23,18.33
"Nov","Maharashtra","Amravati","Nandgaon-Khandeshwar",1491,1188,112,274,294,1086,16,2.18,7.52,52.19,23.14,24.16,5.15,15.09
"Nov","Maharashtra","Amravati","Teosa",1358,915,91,232,243,962,8,1.92,6.80,47.85,19.26,23.86,4.81,11.43
"Nov","Maharashtra","Amravati","Warud",2029,1189,100,387,386,1547,10,1.46,7.13,47.06,17.39,25.85,5.16,10.20
"Nov","Maharashtra","Aurangabad","Aurangabad",11522,7366,955,2728,2252,8272,167,1.86,7.16,36.65,14.29,18.14,3.88,24.42
"Nov","Maharashtra","Aurangabad","Gangapur",7126,4681,511,1564,1563,5517,81,1.94,7.89,44.84,17.78,24.40,5.39,20.00
"Nov","Maharashtra","Aurangabad","Kannad",4174,2941,539,1052,999,2938,82,2.83,8.36,37.33,15.43,19.13,4.86,22.91
"Nov","Maharashtra","Aurangabad","Khuldabad",1160,815,82,205,255,914,23,1.66,5.82,40.00,16.51,19.98,4.36,26.44
"Nov","Maharashtra","Aurangabad","Paithan",4716,2750,395,873,840,3028,66,2.01,6.46,38.00,14.00,17.50,3.80,19.94
"Nov","Maharashtra","Aurangabad","Phulambri",2344,1391,117,319,439,1382,33,1.14,4.23,36.23,13.49,16.23,3.91,27.05
"Nov","Maharashtra","Aurangabad","Sillod",4254,3282,347,745,785,2502,95,1.71,5.39,37.14,16.18,14.63,3.49,24.80
"Nov","Maharashtra","Aurangabad","Soegaon",2322,1508,165,460,485,1658,38,2.08,7.87,48.18,18.97,26.80,6.07,30.65
"Nov","Maharashtra","Aurangabad","Vaijapur",3842,2412,330,889,629,2414,47,1.88,6.96,35.67,13.76,16.40,3.39,16.15
"Nov","Maharashtra","Beed","Ambejogai",3855,2695,428,911,750,2890,80,2.70,8.44,41.20,16.95,20.01,4.12,24.24
"Nov","Maharashtra","Beed","Ashti",2820,1817,280,666,400,1646,39,2.01,6.81,33.32,13.06,14.08,2.75,18.84
"Nov","Maharashtra","Beed","Bid",5330,4188,644,1401,948,3532,114,2.49,7.91,36.58,16.10,15.43,3.27,24.36
"Nov","Maharashtra","Beed","Dharur",738,551,111,212,89,361,10,1.94,5.64,22.43,9.59,8.17,1.62,13.51
"Nov","Maharashtra","Beed","Georai",2554,2404,240,601,394,1477,50,1.38,4.82,28.39,13.77,10.28,2.16,14.33
"Nov","Maharashtra","Beed","Kaij",2224,1834,202,432,361,1302,32,1.90,5.96,38.12,17.23,15.01,3.26,16.16
"Nov","Maharashtra","Beed","Manjlegaon",3186,2014,161,520,426,1725,30,1.35,5.70,43.43,16.82,17.76,3.52,16.04
"Nov","Maharashtra","Beed","Parli",1719,1571,302,519,339,1162,18,3.54,9.63,38.52,18.40,16.03,3.62,10.17
"Nov","Maharashtra","Beed","Patoda",1343,849,66,240,148,591,5,0.93,4.30,30.78,11.92,9.95,1.99,3.76
"Nov","Maharashtra","Beed","Shirur (Kasar)",1451,701,126,344,144,723,16,1.69,6.29,28.79,9.38,12.26,2.04,16.33
"Nov","Maharashtra","Beed","Wadwani",1072,560,73,190,109,555,11,1.35,4.85,30.11,10.33,12.45,2.04,11.96
"Nov","Maharashtra","Bhandara","Bhandara",3614,2067,293,738,476,2000,51,1.86,6.54,35.79,13.02,14.60,2.81,16.78
"Nov","Maharashtra","Bhandara","Lakhandur",1637,1348,93,241,268,1014,30,1.33,4.77,42.52,19.20,17.40,3.64,18.63
"Nov","Maharashtra","Bhandara","Lakhani",1635,1039,145,338,192,909,10,2.11,7.02,38.85,15.10,15.55,2.71,8.55
"Nov","Maharashtra","Bhandara","Mohadi",1188,723,78,156,185,449,20,0.98,2.93,23.92,9.05,6.64,1.94,10.26
"Nov","Maharashtra","Bhandara","Pauni",1960,1296,122,430,288,1240,22,1.70,7.67,45.18,17.98,20.61,3.89,17.60
"Nov","Maharashtra","Bhandara","Sakoli",1667,1195,97,318,290,912,19,1.26,5.40,37.19,15.53,14.80,3.57,9.90
"Nov","Maharashtra","Bhandara","Tumsar",1738,1111,77,273,246,850,44,0.87,3.97,32.31,12.60,9.80,2.20,18.80
"Nov","Maharashtra","Buldana","Buldana",6239,3059,520,1422,834,3473,71,1.63,6.10,29.16,9.59,11.49,2.22,12.84
"Nov","Maharashtra","Buldana","Chikhli",2135,1442,249,560,488,1809,40,2.31,7.50,33.09,13.34,14.97,3.18,16.00
"Nov","Maharashtra","Buldana","Deulgaon Raja",859,500,116,263,224,769,11,3.00,9.79,35.03,12.89,19.04,4.30,14.47
"Nov","Maharashtra","Buldana","Jalgaon (Jamod)",1228,849,69,213,335,1457,17,1.58,6.47,47.63,19.47,23.19,4.33,16.35
"Nov","Maharashtra","Buldana","Khamgaon",1185,818,125,263,364,1521,34,2.13,6.61,34.06,13.91,13.22,2.55,16.19
"Nov","Maharashtra","Buldana","Lonar",833,601,54,137,175,818,21,0.98,3.45,25.92,10.86,12.51,2.20,22.58
"Nov","Maharashtra","Buldana","Malkapur",1221,868,236,315,272,901,8,4.88,11.38,43.09,17.90,20.74,4.81,11.94
"Nov","Maharashtra","Buldana","Mehkar",2876,2007,329,811,507,2261,23,2.50,8.65,36.96,15.19,19.05,3.49,11.56
"Nov","Maharashtra","Buldana","Motala",1843,1412,198,396,407,1667,25,2.78,8.34,45.60,19.78,17.50,3.43,14.79
"Nov","Maharashtra","Buldana","Nandura",1158,940,78,227,257,1071,12,1.40,5.49,37.64,16.86,15.65,3.03,10.43
"Nov","Maharashtra","Buldana","Sangrampur",1418,991,161,459,369,1501,25,2.65,10.21,39.54,16.26,19.83,3.91,19.08
"Nov","Maharashtra","Buldana","Shegaon",922,707,122,217,238,1006,26,3.42,9.49,45.54,19.77,20.75,3.97,24.76
"Nov","Maharashtra","Buldana","Sindkhed Raja",1632,1154,186,407,396,1704,28,2.77,8.84,41.50,17.19,23.19,4.37,25.23
"Nov","Maharashtra","Chandrapur","Ballarpur",1720,1039,286,589,412,1453,31,3.86,11.81,37.15,13.99,23.24,5.13,18.24
"Nov","Maharashtra","Chandrapur","Bhadravati",1432,998,121,261,253,888,21,1.84,5.81,36.90,15.16,16.38,3.63,23.08
"Nov","Maharashtra","Chandrapur","Brahmapuri",2363,2149,105,303,402,1541,34,1.16,4.52,49.88,23.76,19.77,4.09,25.37
"Nov","Maharashtra","Chandrapur","Chandrapur",2900,2093,338,658,459,1937,49,2.39,7.05,35.31,14.80,14.92,2.86,21.78
"Nov","Maharashtra","Chandrapur","Chimur",2307,1896,139,331,349,1371,26,1.51,5.12,45.70,20.62,17.95,3.64,20.16
"Nov","Maharashtra","Chandrapur","Gondpipri",1073,772,54,115,148,551,10,1.29,4.05,44.04,18.43,15.17,3.21,18.87
"Nov","Maharashtra","Chandrapur","Jiwati",1236,1145,159,269,322,1038,24,2.99,8.04,44.58,21.44,25.07,5.94,26.67
