"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svrly_wstd","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","wstd_chld","stntd_chld","uw_chld","svrly_wasting_percent","wasting_percent","svrly_stunting_percent","stunting_percent","svrly_underweight_percent","underweight_percent","low_birth_weight_percent"
"Jan","Maharashtra","Nagpur","Ramtek",1622,981,103,250,183,884,29,353,2603,1067,1.31,4.50,12.51,33.18,2.18,12.68,18.95
"Jan","Maharashtra","Nagpur","Savner",1843,1146,51,239,204,1031,20,290,2989,1235,0.55,3.10,12.26,31.98,1.91,11.59,12.50
"Jan","Maharashtra","Nagpur","Umred",1323,804,41,183,153,704,11,224,2127,857,0.73,3.98,14.27,37.74,2.63,14.75,13.92
"Jan","Maharashtra","Nanded","Ardhapur",1213,842,50,214,161,820,15,264,2055,981,0.92,4.87,15.50,37.83,2.66,16.18,17.65
"Jan","Maharashtra","Nanded","Bhokar",842,775,102,232,176,663,23,334,1617,839,1.77,5.79,13.36,27.87,2.28,10.86,23.71
"Jan","Maharashtra","Nanded","Biloli",1008,704,87,167,160,631,16,254,1712,791,1.23,3.58,9.91,24.10,1.59,7.86,11.43
"Jan","Maharashtra","Nanded","Deglur",992,796,149,228,200,712,31,377,1788,912,1.96,4.95,10.44,23.45,1.81,8.25,16.23
"Jan","Maharashtra","Nanded","Dharmabad",851,495,102,186,169,580,9,288,1346,749,2.97,8.40,14.41,39.20,4.58,20.31,20.93
"Jan","Maharashtra","Nanded","Hadgaon",2068,1292,96,363,314,1426,25,459,3360,1740,0.69,3.28,9.23,24.01,1.86,10.32,10.42
"Jan","Maharashtra","Nanded","Himayatnagar",1164,729,94,152,137,595,29,246,1893,732,1.42,3.72,11.01,28.59,1.73,9.26,27.62
"Jan","Maharashtra","Nanded","Kandhar",2193,1807,269,472,362,1456,33,741,4000,1818,2.57,7.09,17.23,38.15,2.79,14.00,16.75
"Jan","Maharashtra","Nanded","Kinwat",2012,1535,231,473,345,1302,33,704,3547,1647,1.62,4.95,10.77,24.88,2.10,10.05,14.60
"Jan","Maharashtra","Nanded","Loha",2455,1571,109,223,221,1033,45,332,4026,1254,0.93,2.82,13.34,34.18,1.51,8.59,20.74
"Jan","Maharashtra","Nanded","Mahur",1310,917,79,197,282,857,21,276,2227,1139,1.59,5.56,18.48,44.88,4.35,17.58,16.94
"Jan","Maharashtra","Nanded","Mudkhed",431,252,37,88,166,490,10,125,683,656,1.34,4.52,9.10,24.67,2.55,10.06,11.24
"Jan","Maharashtra","Nanded","Mukhed",1839,1550,167,398,299,1102,38,565,3389,1401,1.41,4.76,13.03,28.48,1.77,8.32,15.32
"Jan","Maharashtra","Nanded","Naigaon (Khairgaon)",2058,1346,65,276,296,1219,20,341,3404,1515,0.69,3.62,14.28,36.12,2.35,12.00,12.27
"Jan","Maharashtra","Nanded","Nanded",7015,4282,518,1412,997,3999,125,1930,11297,4996,1.43,5.31,11.72,30.92,2.24,11.23,19.14
"Jan","Maharashtra","Nanded","Umri",981,796,152,241,148,715,6,393,1777,863,2.53,6.55,13.24,29.55,2.24,13.09,7.69
"Jan","Maharashtra","Nandurbar","Akkalkuwa",6362,7837,196,1140,2069,6742,69,1336,14199,8811,0.93,6.31,36.96,66.96,9.42,40.10,17.42
"Jan","Maharashtra","Nandurbar","Akrani",5660,8256,443,1432,2798,6585,57,1875,13916,9383,2.29,9.67,42.49,71.62,14.12,47.34,19.86
"Jan","Maharashtra","Nandurbar","Nandurbar",5171,4029,186,996,1325,4279,38,1182,9200,5604,1.15,7.31,24.88,56.81,8.01,33.86,17.12
"Jan","Maharashtra","Nandurbar","Nawapur",4081,3584,121,591,660,2938,31,712,7665,3598,0.83,4.86,24.36,52.10,4.10,22.34,13.42
"Jan","Maharashtra","Nandurbar","Shahade",7912,8267,239,1610,2865,8009,64,1849,16179,10874,0.93,7.19,32.12,62.87,10.19,38.66,17.20
"Jan","Maharashtra","Nandurbar","Talode",3514,3685,144,681,1040,3447,33,825,7199,4487,1.33,7.62,33.99,66.39,9.10,39.27,19.76
"Jan","Maharashtra","Nashik","Baglan",4817,3787,334,874,853,2714,53,1208,8604,3567,1.34,4.86,15.23,34.60,3.05,12.77,17.10
"Jan","Maharashtra","Nashik","Chandvad",3071,2321,224,471,576,2034,49,695,5392,2610,1.57,4.86,16.19,37.62,3.46,15.66,22.27
"Jan","Maharashtra","Nashik","Deola",1707,1251,83,272,299,1175,14,355,2958,1474,0.92,3.93,13.83,32.71,2.70,13.32,10.14
"Jan","Maharashtra","Nashik","Dindori",5754,4260,236,771,979,4052,17,1007,10014,5031,0.93,3.95,16.72,39.29,3.70,19.00,6.85
"Jan","Maharashtra","Nashik","Igatpuri",3908,3887,282,665,992,3492,45,947,7795,4484,1.92,6.45,26.43,53.01,5.72,25.84,23.56
"Jan","Maharashtra","Nashik","Kalwan",3740,3040,193,547,626,2360,21,740,6780,2986,1.22,4.68,19.22,42.87,3.71,17.72,14.79
"Jan","Maharashtra","Nashik","Malegaon",7915,5484,947,1882,1501,5646,127,2829,13399,7147,2.23,6.66,12.90,31.51,2.95,14.05,18.14
"Jan","Maharashtra","Nashik","Nandgaon",2740,1901,266,649,390,1605,42,915,4641,1995,1.95,6.71,13.91,33.96,2.67,13.64,23.60
"Jan","Maharashtra","Nashik","Nashik",7493,4454,709,2034,1795,6173,52,2743,11947,7968,2.24,8.68,14.08,37.76,5.12,22.74,14.69
"Jan","Maharashtra","Nashik","Niphad",5161,3107,337,1053,962,3737,47,1390,8268,4699,1.24,5.12,11.44,30.44,3.09,15.11,18.50
"Jan","Maharashtra","Nashik","Peint",2976,3182,345,709,928,3143,29,1054,6158,4071,3.30,10.09,30.41,58.85,8.07,35.39,21.48
"Jan","Maharashtra","Nashik","Sinnar",3494,2219,216,465,438,1941,46,681,5713,2379,1.26,3.99,12.98,33.41,2.12,11.50,18.04
"Jan","Maharashtra","Nashik","Surgana",3546,3779,540,1119,1275,3834,47,1659,7325,5109,3.70,11.38,25.83,50.06,7.73,30.96,20.80
"Jan","Maharashtra","Nashik","Trimbakeshwar",4000,4116,295,833,1367,3832,27,1128,8116,5199,2.19,8.37,30.51,60.16,9.37,35.65,15.00
"Jan","Maharashtra","Nashik","Yevla",2271,1494,189,409,347,1421,13,598,3765,1768,1.53,4.83,12.05,30.36,2.33,11.89,11.11
"Jan","Maharashtra","Osmanabad","Bhum",834,260,35,184,88,373,10,219,1094,461,0.54,3.39,4.03,16.95,1.33,6.94,14.71
"Jan","Maharashtra","Osmanabad","Kalamb",3735,1778,67,490,357,1795,27,557,5513,2152,0.39,3.20,10.22,31.68,2.00,12.03,10.27
"Jan","Maharashtra","Osmanabad","Lohara",1031,352,25,175,82,481,18,200,1383,563,0.36,2.88,5.07,19.93,1.15,7.87,17.48
"Jan","Maharashtra","Osmanabad","Osmanabad",8654,3932,270,1260,957,4703,59,1530,12586,5660,0.75,4.24,10.88,34.82,2.47,14.63,13.20
"Jan","Maharashtra","Osmanabad","Paranda",1375,521,30,220,122,706,14,250,1896,828,0.47,3.89,8.11,29.50,1.85,12.57,18.92
"Jan","Maharashtra","Osmanabad","Tuljapur",3021,1413,38,305,281,1547,12,343,4434,1828,0.29,2.58,10.62,33.33,2.05,13.31,6.98
"Jan","Maharashtra","Osmanabad","Umarga",1807,763,23,162,143,713,9,185,2570,856,0.27,2.14,8.83,29.75,1.60,9.60,6.25
"Jan","Maharashtra","Palghar","Dahanu",7661,7061,262,1243,1887,7725,97,1505,14722,9612,0.99,5.71,26.75,55.78,6.27,31.95,19.96
"Jan","Maharashtra","Palghar","Jawhar",3124,3853,135,709,1373,3649,42,844,6977,5022,1.48,9.24,42.10,76.23,14.11,51.60,23.86
"Jan","Maharashtra","Palghar","Mokhada",1179,1796,76,295,579,1574,20,371,2975,2153,1.77,8.62,41.70,69.07,11.79,43.83,24.69
"Jan","Maharashtra","Palghar","Palghar",6825,5693,49,407,680,4186,47,456,12518,4866,0.16,1.53,19.12,42.04,2.11,15.12,11.35
"Jan","Maharashtra","Palghar","Talasari",5335,4813,35,432,904,4569,35,467,10148,5473,0.23,3.08,31.74,66.92,5.75,34.84,12.73
"Jan","Maharashtra","Palghar","Vasai",5174,3245,42,357,691,3126,45,399,8419,3817,0.16,1.56,12.63,32.78,2.43,13.41,18.67
"Jan","Maharashtra","Palghar","Vikramgad",4137,3911,85,566,1255,4125,56,651,8048,5380,0.73,5.59,33.54,69.01,10.41,44.61,25.81
"Jan","Maharashtra","Palghar","Wada",3608,3796,52,396,864,2979,41,448,7404,3843,0.41,3.56,30.16,58.83,6.51,28.97,19.34
"Jan","Maharashtra","Parbhani","Gangakhed",1092,982,46,172,200,660,31,218,2074,860,0.70,3.32,14.95,31.58,2.42,10.41,23.48
"Jan","Maharashtra","Parbhani","Jintur",2542,1728,66,363,302,1293,29,429,4270,1595,0.50,3.28,13.19,32.60,1.97,10.40,19.73
"Jan","Maharashtra","Parbhani","Manwath",470,369,22,58,106,370,5,80,839,476,0.90,3.29,15.14,34.41,2.20,9.86,10.42
"Jan","Maharashtra","Parbhani","Palam",1256,1142,30,149,152,753,17,179,2398,905,0.47,2.81,17.90,37.59,2.10,12.51,21.79
"Jan","Maharashtra","Parbhani","Parbhani",4783,3420,425,948,850,3029,75,1373,8203,3879,2.14,6.91,17.16,41.15,3.59,16.40,23.58
"Jan","Maharashtra","Parbhani","Pathri",1318,789,86,207,208,826,24,293,2107,1034,1.68,5.72,15.39,41.10,3.62,18.01,30.00
"Jan","Maharashtra","Parbhani","Purna",1504,943,50,198,190,766,27,248,2447,956,0.71,3.53,13.42,34.81,2.05,10.29,24.55
"Jan","Maharashtra","Parbhani","Sailu",1653,1370,59,213,227,912,20,272,3023,1139,0.89,4.08,20.55,45.34,3.13,15.71,25.00
"Jan","Maharashtra","Parbhani","Sonpeth",539,415,33,115,95,321,9,148,954,416,1.01,4.53,12.71,29.21,2.70,11.81,15.52
"Jan","Maharashtra","Pune","Ambegaon",1516,867,55,280,215,1033,13,335,2383,1248,0.58,3.54,9.16,25.16,1.90,11.05,9.56
"Jan","Maharashtra","Pune","Baramati",2593,1147,206,519,273,1302,21,725,3740,1575,0.96,3.38,5.34,17.41,1.17,6.76,6.31
"Jan","Maharashtra","Pune","Bhor",804,294,85,232,95,528,20,317,1098,623,1.05,3.91,3.62,13.53,1.08,7.10,16.95
"Jan","Maharashtra","Pune","Daund",2367,739,89,339,170,949,40,428,3106,1119,0.39,1.88,3.24,13.60,0.69,4.57,12.20
"Jan","Maharashtra","Pune","Haveli",14186,6721,1267,3283,1786,8225,96,4550,20907,10011,1.56,5.61,8.27,25.73,2.03,11.37,13.91
"Jan","Maharashtra","Pune","Indapur",3003,1511,93,475,283,1585,22,568,4514,1868,0.47,2.85,7.58,22.65,1.20,7.91,8.46
"Jan","Maharashtra","Pune","Junnar",3318,1606,132,435,351,1660,38,567,4924,2011,0.70,2.99,8.47,25.96,1.77,10.14,15.77
"Jan","Maharashtra","Pune","Khed",4026,1760,101,489,300,1739,23,590,5786,2039,0.39,2.27,6.77,22.27,1.08,7.34,11.44
"Jan","Maharashtra","Pune","Mawal",1857,640,53,278,133,813,20,331,2497,946,0.26,1.65,3.18,12.42,0.63,4.52,8.89
"Jan","Maharashtra","Pune","Mulshi",748,218,25,92,58,461,2,117,966,519,0.22,1.05,1.95,8.66,0.45,4.04,1.77
"Jan","Maharashtra","Pune","Pune",1384,863,199,461,322,1196,13,660,2247,1518,3.47,11.52,15.06,39.21,4.98,23.47,24.07
"Jan","Maharashtra","Pune","Pune City",9118,4891,1125,3196,1155,5889,51,4321,14009,7044,2.58,9.90,11.18,32.02,2.42,14.75,16.19
"Jan","Maharashtra","Pune","Purandhar",1457,607,20,127,104,535,7,147,2064,639,0.20,1.50,6.17,20.99,1.00,6.13,5.51
"Jan","Maharashtra","Pune","Shirur",1897,771,34,178,131,842,18,212,2668,973,0.14,0.89,3.25,11.26,0.53,3.93,8.07
"Jan","Maharashtra","Pune","Velhe",433,245,30,93,50,250,2,123,678,300,1.44,5.91,11.76,32.55,2.29,13.72,8.00
"Jan","Maharashtra","Raigad","Alibag",1443,581,59,222,171,594,20,281,2024,765,0.70,3.36,6.94,24.16,1.86,8.30,17.54
"Jan","Maharashtra","Raigad","Karjat",2125,1384,113,359,443,1320,24,472,3509,1763,1.27,5.29,15.49,39.26,4.31,17.15,16.55
"Jan","Maharashtra","Raigad","Khalapur",1051,651,45,152,141,509,20,197,1702,650,0.76,3.31,10.94,28.60,2.04,9.41,20.20
"Jan","Maharashtra","Raigad","Mahad",1187,563,46,201,170,740,12,247,1750,910,0.75,4.03,9.17,28.50,2.50,13.40,13.64
"Jan","Maharashtra","Raigad","Mangaon",654,427,72,131,84,399,9,203,1081,483,1.58,4.45,9.35,23.67,1.54,8.87,14.06
"Jan","Maharashtra","Raigad","Mhasla",260,181,25,82,64,241,1,107,441,305,1.91,8.17,13.80,33.61,4.11,19.60,4.17
"Jan","Maharashtra","Raigad","Murud",426,110,5,59,36,194,5,64,536,230,0.18,2.28,3.92,19.09,1.25,7.96,9.26
"Jan","Maharashtra","Raigad","Panvel",2066,678,32,192,174,705,21,224,2744,879,0.14,0.99,3.01,12.19,0.69,3.48,7.09
"Jan","Maharashtra","Raigad","Pen",653,205,28,114,62,288,24,142,858,350,0.34,1.70,2.45,10.27,0.69,3.87,18.90
"Jan","Maharashtra","Raigad","Poladpur",214,110,18,59,44,139,3,77,324,183,1.38,5.89,8.38,24.68,3.24,13.46,21.43
"Jan","Maharashtra","Raigad","Roha",792,402,30,110,107,517,14,140,1194,624,0.58,2.71,7.78,23.12,1.46,8.51,16.87
"Jan","Maharashtra","Raigad","Shrivardhan",509,251,19,77,58,204,6,96,760,262,0.61,3.08,8.06,24.41,1.68,7.60,11.76
"Jan","Maharashtra","Raigad","Sudhagad",298,217,9,32,72,290,12,41,515,362,0.68,3.11,16.45,39.04,2.50,12.59,36.36
"Jan","Maharashtra","Raigad","Tala",246,122,8,31,26,94,2,39,368,120,0.72,3.52,11.01,33.21,2.28,10.53,33.33
"Jan","Maharashtra","Raigad","Uran",970,279,10,71,40,305,4,81,1249,345,0.15,1.22,4.21,18.83,0.59,5.05,3.85
"Jan","Maharashtra","Ratnagiri","Chiplun",1643,709,19,141,141,897,8,160,2352,1038,0.23,1.93,8.55,28.36,1.48,10.88,6.45
"Jan","Maharashtra","Ratnagiri","Dapoli",1394,611,33,217,154,837,15,250,2005,991,0.48,3.65,8.91,29.24,2.19,14.09,22.06
"Jan","Maharashtra","Ratnagiri","Guhagar",818,426,25,122,81,449,17,147,1244,530,0.53,3.09,8.94,26.11,1.57,10.25,25.37
"Jan","Maharashtra","Ratnagiri","Khed",1032,446,34,193,117,643,11,227,1478,760,0.54,3.63,7.13,23.63,1.74,11.30,13.10
"Jan","Maharashtra","Ratnagiri","Lanja",868,420,30,189,130,608,10,219,1288,738,0.78,5.70,10.92,33.50,3.22,18.25,13.70
"Jan","Maharashtra","Ratnagiri","Mandangad",506,267,14,100,58,334,1,114,773,392,0.59,4.83,11.31,32.75,2.31,15.62,4.55
"Jan","Maharashtra","Ratnagiri","Rajapur",1209,708,27,196,143,793,9,223,1917,936,0.55,4.52,14.33,38.81,2.74,17.91,18.00
"Jan","Maharashtra","Ratnagiri","Ratnagiri",3390,1388,133,520,352,1917,28,653,4778,2269,0.82,4.04,8.59,29.57,1.99,12.81,13.93
"Jan","Maharashtra","Ratnagiri","Sangameshwar",1102,478,17,185,129,764,19,202,1580,893,0.27,3.21,7.58,25.06,1.92,13.32,17.12
"Jan","Maharashtra","Sangli","Atpadi",1478,782,68,291,147,858,13,359,2260,1005,0.82,4.35,9.47,27.37,1.73,11.85,16.88
"Jan","Maharashtra","Sangli","Jat",2280,764,68,516,214,921,18,584,3044,1135,0.39,3.33,4.35,17.33,1.14,6.03,7.50
"Jan","Maharashtra","Sangli","Kadegaon",499,139,15,117,40,246,7,132,638,286,0.22,1.92,2.02,9.29,0.51,3.64,5.60
"Jan","Maharashtra","Sangli","Kavathemahankal",969,407,44,156,92,410,12,200,1376,502,0.44,2.01,4.09,13.82,0.84,4.60,9.60
"Jan","Maharashtra","Sangli","Khanapur (Vita)",648,302,34,167,70,371,1,201,950,441,0.58,3.46,5.19,16.33,1.15,7.22,1.92
"Jan","Maharashtra","Sangli","Miraj",1699,540,59,256,109,634,13,315,2239,743,0.41,2.17,3.71,15.40,0.74,5.02,9.15
"Jan","Maharashtra","Sangli","Palus",823,285,81,255,111,594,18,336,1108,705,1.06,4.38,3.72,14.45,1.17,7.46,16.22
"Jan","Maharashtra","Sangli","Sangli",4656,2153,441,1083,559,2889,60,1524,6809,3448,2.00,6.92,9.76,30.86,2.42,14.96,19.35
"Jan","Maharashtra","Sangli","Shirala",727,421,9,150,72,341,13,159,1148,413,0.13,2.37,6.28,17.11,0.89,5.12,10.57
"Jan","Maharashtra","Sangli","Tasgaon",1065,338,23,132,85,434,20,155,1403,519,0.22,1.49,3.25,13.49,0.72,4.38,12.05
"Jan","Maharashtra","Sangli","Walwa",2263,740,46,334,145,906,21,380,3003,1051,0.26,2.14,4.17,16.94,0.76,5.51,8.08
"Jan","Maharashtra","Satara","Jaoli",696,490,18,65,60,265,4,83,1186,325,0.46,2.14,12.65,30.61,1.42,7.68,7.69
"Jan","Maharashtra","Satara","Karad",3344,1902,97,492,381,2003,34,589,5246,2384,0.45,2.73,8.79,24.24,1.44,9.00,10.93
"Jan","Maharashtra","Satara","Khandala",1085,426,14,127,86,476,6,141,1511,562,0.16,1.65,4.98,17.67,0.91,5.95,5.66
"Jan","Maharashtra","Satara","Khatav",1771,1028,60,191,160,741,22,251,2799,901,0.50,2.10,8.60,23.40,1.24,7.00,14.67
"Jan","Maharashtra","Satara","Koregaon",1402,575,26,145,103,592,6,171,1977,695,0.23,1.54,5.16,17.75,0.86,5.81,5.04
"Jan","Maharashtra","Satara","Mahabaleshwar",236,110,11,28,17,106,4,39,346,123,0.72,2.55,7.18,22.60,0.91,6.56,10.26
"Jan","Maharashtra","Satara","Man",1606,700,60,246,149,775,27,306,2306,924,0.61,3.12,7.14,23.51,1.37,8.48,19.15
"Jan","Maharashtra","Satara","Patan",1894,1014,74,323,192,980,19,397,2908,1172,0.70,3.74,9.54,27.35,1.71,10.41,13.97
"Jan","Maharashtra","Satara","Phaltan",2369,998,22,164,142,863,23,186,3367,1005,0.12,1.03,5.54,18.69,0.77,5.43,10.41
"Jan","Maharashtra","Satara","Satara",4133,2067,199,662,439,2091,44,861,6200,2530,0.85,3.66,8.78,26.32,1.64,9.45,13.37
"Jan","Maharashtra","Satara","Wai",1107,625,15,154,103,517,11,169,1732,620,0.21,2.32,8.59,23.80,1.28,7.70,11.34
"Jan","Maharashtra","Sindhudurg","Devgad",783,578,14,149,132,589,6,163,1361,721,0.45,5.25,18.54,43.65,3.92,21.41,13.64
"Jan","Maharashtra","Sindhudurg","Dodamarg",458,282,8,84,63,316,4,92,740,379,0.40,4.64,14.22,37.32,3.10,18.64,28.57
"Jan","Maharashtra","Sindhudurg","Kankavli",843,548,33,229,148,607,9,262,1391,755,0.84,6.66,13.90,35.28,3.45,17.61,17.65
"Jan","Maharashtra","Sindhudurg","Kudal",1240,961,36,192,163,832,14,228,2201,995,0.64,4.05,17.04,39.02,2.81,17.14,19.18
"Jan","Maharashtra","Sindhudurg","Malwan",558,404,17,142,86,398,8,159,962,484,0.60,5.60,14.18,33.75,2.93,16.51,19.05
"Jan","Maharashtra","Sindhudurg","Sawantwadi",983,750,31,168,149,679,9,199,1733,828,0.68,4.34,16.33,37.72,3.13,17.41,15.00
"Jan","Maharashtra","Sindhudurg","Vaibhavvadi",260,277,10,69,48,200,6,79,537,248,0.76,5.98,20.92,40.56,3.53,18.26,35.29
"Jan","Maharashtra","Sindhudurg","Vengurla",539,508,18,100,66,335,6,118,1047,401,0.71,4.62,19.83,40.87,2.48,15.05,15.38
"Jan","Maharashtra","Solapur","Akkalkot",3805,1901,103,395,278,1490,22,498,5706,1768,0.63,3.04,11.60,34.81,1.66,10.54,11.34
"Jan","Maharashtra","Solapur","Barshi",5151,3143,255,864,641,2813,43,1119,8294,3454,1.16,5.11,14.32,37.79,2.46,13.25,12.25
"Jan","Maharashtra","Solapur","Karmala",2109,1276,53,215,133,771,20,268,3385,904,0.47,2.37,11.29,29.95,1.03,6.97,14.29
"Jan","Maharashtra","Solapur","Madha",2620,1205,76,446,266,1349,27,522,3825,1615,0.47,3.23,7.45,23.64,1.38,8.38,12.00
"Jan","Maharashtra","Solapur","Malshiras",2917,1284,101,430,264,1742,37,531,4201,2006,0.38,2.02,4.88,15.98,0.77,5.88,9.39
"Jan","Maharashtra","Solapur","Mangalvedhe",1900,946,124,274,160,620,24,398,2846,780,1.07,3.43,8.14,24.50,1.21,5.89,16.55
"Jan","Maharashtra","Solapur","Mohol",3233,1773,100,412,203,1153,39,512,5006,1356,0.52,2.69,9.29,26.24,0.97,6.47,14.55
"Jan","Maharashtra","Solapur","Pandharpur",3449,1537,343,725,320,1709,48,1068,4986,2029,1.20,3.75,5.39,17.49,0.95,6.05,11.59
"Jan","Maharashtra","Solapur","Sangole",1790,958,76,293,132,797,36,369,2748,929,0.58,2.83,7.34,21.05,0.90,6.31,15.52
"Jan","Maharashtra","Solapur","Solapur North",4738,3113,401,988,719,2891,77,1389,7851,3610,1.87,6.46,14.47,36.49,2.80,14.06,22.45
"Jan","Maharashtra","Solapur","Solapur South",3894,2009,167,672,419,1972,26,839,5903,2391,0.96,4.84,11.58,34.02,2.18,12.42,9.89
"Jan","Maharashtra","Thane","Ambarnath",4146,1806,342,1168,511,2502,32,1510,5952,3013,1.69,7.48,8.94,29.47,2.37,13.95,15.61
"Jan","Maharashtra","Thane","Bhiwandi",10767,6201,651,2002,1791,6451,87,2653,16968,8242,1.37,5.57,12.98,35.53,3.42,15.72,18.24
"Jan","Maharashtra","Thane","Kalyan",4738,2070,395,1284,628,3015,33,1679,6808,3643,1.53,6.51,8.02,26.39,2.27,13.17,15.35
"Jan","Maharashtra","Thane","Murbad",2971,1912,50,359,431,1753,29,409,4883,2184,0.38,3.14,14.64,37.39,3.27,16.58,15.51
"Jan","Maharashtra","Thane","Shahapur",5149,4510,172,841,1197,4543,64,1013,9659,5740,0.90,5.28,23.47,50.27,5.73,27.49,23.36
"Jan","Maharashtra","Thane","Thane",13373,5410,1312,4713,2087,10052,106,6025,18783,12139,1.87,8.61,7.72,26.81,2.49,14.50,16.11
"Jan","Maharashtra","Thane","Ulhasnagar",2211,1998,303,581,449,1582,16,884,4209,2031,3.46,10.09,22.71,47.83,4.91,22.19,19.28
"Jan","Maharashtra","Wardha","Arvi",775,755,64,155,234,777,21,219,1530,1011,2.00,6.85,23.56,47.75,4.24,18.33,24.71
"Jan","Maharashtra","Wardha","Ashti",753,407,27,115,138,444,11,142,1160,582,0.85,4.46,12.79,36.44,3.58,15.09,20.75
"Jan","Maharashtra","Wardha","Deoli",695,647,24,97,202,808,11,121,1342,1010,0.79,3.98,21.25,44.07,3.53,17.64,11.58
"Jan","Maharashtra","Wardha","Hinganghat",1732,1651,42,162,273,1005,18,204,3383,1278,0.65,3.14,25.42,52.08,3.95,18.51,15.52
"Jan","Maharashtra","Wardha","Karanja",724,657,64,143,197,644,11,207,1381,841,1.86,6.00,19.04,40.02,4.32,18.46,15.94
"Jan","Maharashtra","Wardha","Samudrapur",1388,916,110,324,275,997,16,434,2304,1272,1.93,7.61,16.06,40.39,4.10,18.96,19.75
"Jan","Maharashtra","Wardha","Seloo",1393,1045,28,136,250,1069,19,164,2438,1319,0.51,3.01,19.15,44.68,3.71,19.60,19.79
"Jan","Maharashtra","Wardha","Wardha",4262,2581,369,922,787,3033,58,1291,6843,3820,1.76,6.14,12.27,32.53,3.03,14.69,15.72
"Jan","Maharashtra","Washim","Karanja",2711,1850,229,520,492,1670,53,749,4561,2162,1.66,5.45,13.43,33.11,3.03,13.34,22.46
"Jan","Maharashtra","Washim","Malegaon",1894,715,38,169,173,746,20,207,2609,919,0.33,1.78,6.15,22.44,1.37,7.29,13.25
"Jan","Maharashtra","Washim","Mangrulpir",2458,1393,88,262,298,1186,15,350,3851,1484,0.95,3.77,15.00,41.46,3.08,15.31,10.87
"Jan","Maharashtra","Washim","Manora",2893,1747,52,274,395,1580,29,326,4640,1975,0.47,2.97,15.90,42.22,3.18,15.89,18.24
"Jan","Maharashtra","Washim","Risod",2189,1227,71,341,318,1355,28,412,3416,1673,0.77,4.49,13.35,37.17,3.22,16.94,22.22
"Jan","Maharashtra","Washim","Washim",2840,1965,28,159,332,1244,30,187,4805,1576,0.21,1.40,14.73,36.02,2.48,11.76,17.34
"Jan","Maharashtra","Yavatmal","Arni",2163,1289,55,212,203,946,22,267,3452,1149,0.55,2.66,12.83,34.37,1.86,10.55,15.17
"Jan","Maharashtra","Yavatmal","Babulgaon",1385,1150,54,249,307,1011,7,303,2535,1318,1.04,5.85,22.16,48.84,5.77,24.79,8.86
"Jan","Maharashtra","Yavatmal","Darwha",1983,1159,60,229,245,892,23,289,3142,1137,0.64,3.06,12.26,33.23,2.30,10.66,16.43
"Jan","Maharashtra","Yavatmal","Digras",2255,1824,38,194,268,1049,7,232,4079,1317,0.48,2.92,22.92,51.25,3.19,15.70,6.48
"Jan","Maharashtra","Yavatmal","Ghatanji",1445,1147,83,253,320,1039,14,336,2592,1359,1.30,5.26,17.95,40.56,4.51,19.15,13.08
"Jan","Maharashtra","Yavatmal","Kalamb",1180,1226,86,198,311,991,16,284,2406,1302,1.69,5.60,24.12,47.33,5.43,22.73,23.88
"Jan","Maharashtra","Yavatmal","Kelapur",1772,1575,147,408,421,1323,21,555,3347,1744,2.02,7.64,21.63,45.97,5.30,21.96,21.21
"Jan","Maharashtra","Yavatmal","Mahagaon",1349,664,55,386,179,598,39,441,2013,777,0.47,3.75,5.65,17.12,1.27,5.51,20.53
"Jan","Maharashtra","Yavatmal","Maregaon",1021,960,70,216,212,813,8,286,1981,1025,1.68,6.84,22.92,47.29,4.80,23.22,15.09
"Jan","Maharashtra","Yavatmal","Ner",1546,938,32,185,181,859,5,217,2484,1040,0.46,3.13,13.54,35.84,2.50,14.36,5.49
"Jan","Maharashtra","Yavatmal","Pusad",3044,2160,99,456,437,1760,54,555,5204,2197,0.74,4.18,16.24,39.12,2.80,14.08,20.85
"Jan","Maharashtra","Yavatmal","Ralegaon",1797,1407,67,329,355,1328,6,396,3204,1683,1.10,6.53,23.18,52.78,5.68,26.92,9.84
"Jan","Maharashtra","Yavatmal","Umarkhed",2059,1479,181,529,317,1118,37,710,3538,1435,1.41,5.54,11.51,27.54,2.17,9.84,18.05
"Jan","Maharashtra","Yavatmal","Wani",946,543,94,224,174,507,24,318,1489,681,1.49,5.04,8.60,23.58,2.35,9.19,22.02
"Jan","Maharashtra","Yavatmal","Yavatmal",5262,4082,464,1212,1258,4269,73,1676,9344,5527,2.26,8.17,19.87,45.48,4.94,21.70,20.22
"Jan","Maharashtra","Yavatmal","Zari-Jamani",806,668,57,171,183,584,4,228,1474,767,1.62,6.49,19.01,41.95,4.65,19.48,7.14
"Nov","Maharashtra","Ahmadnagar","Akola",3384,3578,264,749,1022,3230,41,1013,6962,4252,1.99,7.62,26.84,52.23,6.93,28.85,18.81
"Nov","Maharashtra","Ahmadnagar","Jamkhed",1602,951,174,460,325,1173,22,634,2553,1498,2.01,7.34,10.99,29.51,3.58,16.52,16.18
"Nov","Maharashtra","Ahmadnagar","Karjat",1807,1046,255,596,376,1393,31,851,2853,1769,2.19,7.32,8.99,24.51,2.93,13.78,13.42
