"month_n","state_n","district_n","block_n","no_anemic_wmn","no_pregnant_women","no_tenatus_cmpltd","no_wmn_rstg_drg_prgncy","no_wmn_etg_xtr_ml_drg_prgncy","no_trmstr_3wmn_cnsld_imdtbf","no_wmn_4_anc_vst_dlvry","no_wmn_1_anc_vst_dlvry","prnt_anwmic_wmn","prnt_tenatus_wmn","prnt_4_anc_vst_dlvry","prnt_1_anc_vst_dlvry","prnt_wmn_etg_xtr_ml_drng_prgncy","prnt_wmn_rstg_drg_prgncy","prnt_trmstr_3wmn_cnsld_imdtbf"
"Dec","Maharashtra","Ahmadnagar","Akola",203,1601,608,1460,1468,1132,198,1116,12.68,37.98,12.37,69.71,91.69,91.19,70.71
"Dec","Maharashtra","Ahmadnagar","Jamkhed",76,969,340,895,909,739,58,590,7.84,35.09,5.99,60.89,93.81,92.36,76.26
"Dec","Maharashtra","Ahmadnagar","Karjat",132,1275,534,1201,1213,979,157,797,10.35,41.88,12.31,62.51,95.14,94.20,76.78
"Dec","Maharashtra","Ahmadnagar","Kopargaon",144,1428,613,1361,1371,1193,186,1099,10.08,42.93,13.03,76.96,96.01,95.31,83.54
"Dec","Maharashtra","Ahmadnagar","Nagar",480,4536,1526,4334,4328,3516,557,3117,10.58,33.64,12.28,68.72,95.41,95.55,77.51
"Dec","Maharashtra","Ahmadnagar","Nevasa",222,2381,889,2255,2278,1813,339,1745,9.32,37.34,14.24,73.29,95.67,94.71,76.14
"Dec","Maharashtra","Ahmadnagar","Parner",217,1541,763,1484,1489,1183,398,1341,14.08,49.51,25.83,87.02,96.63,96.30,76.77
"Dec","Maharashtra","Ahmadnagar","Pathardi",133,1235,566,1161,1174,936,308,954,10.77,45.83,24.94,77.25,95.06,94.01,75.79
"Dec","Maharashtra","Ahmadnagar","Rahta",247,1711,741,1657,1662,1322,499,1380,14.44,43.31,29.16,80.65,97.14,96.84,77.26
"Dec","Maharashtra","Ahmadnagar","Rahuri",174,1718,838,1625,1638,1317,442,1293,10.13,48.78,25.73,75.26,95.34,94.59,76.66
"Dec","Maharashtra","Ahmadnagar","Sangamner",280,2562,994,2452,2472,1984,387,1868,10.93,38.80,15.11,72.91,96.49,95.71,77.44
"Dec","Maharashtra","Ahmadnagar","Shevgaon",96,1409,465,1322,1327,1034,103,900,6.81,33.00,7.31,63.88,94.18,93.83,73.39
"Dec","Maharashtra","Ahmadnagar","Shrigonda",293,1689,694,1634,1630,1348,335,1227,17.35,41.09,19.83,72.65,96.51,96.74,79.81
"Dec","Maharashtra","Ahmadnagar","Shrirampur",166,1247,545,1202,1206,966,298,1048,13.31,43.70,23.90,84.04,96.71,96.39,77.47
"Dec","Maharashtra","Akola","Akola",559,3701,1426,3392,3407,2739,422,2501,15.10,38.53,11.40,67.58,92.06,91.65,74.01
"Dec","Maharashtra","Akola","Akot",139,1005,451,932,943,747,180,778,13.83,44.88,17.91,77.41,93.83,92.74,74.33
"Dec","Maharashtra","Akola","Balapur",156,802,324,741,734,613,52,543,19.45,40.40,6.48,67.71,91.52,92.39,76.43
"Dec","Maharashtra","Akola","Barshitakli",131,839,386,722,727,595,60,447,15.61,46.01,7.15,53.28,86.65,86.05,70.92
"Dec","Maharashtra","Akola","Murtijapur",152,691,390,633,633,495,102,523,22.00,56.44,14.76,75.69,91.61,91.61,71.64
"Dec","Maharashtra","Akola","Patur",143,775,348,721,727,557,88,561,18.45,44.90,11.35,72.39,93.81,93.03,71.87
"Dec","Maharashtra","Akola","Telhara",148,1019,484,928,948,789,116,655,14.52,47.50,11.38,64.28,93.03,91.07,77.43
"Dec","Maharashtra","Amravati","Achalpur",623,2308,1124,2175,2182,1681,708,1961,26.99,48.70,30.68,84.97,94.54,94.24,72.83
"Dec","Maharashtra","Amravati","Amravati",790,3315,1528,3185,3195,2576,907,2715,23.83,46.09,27.36,81.90,96.38,96.08,77.71
"Dec","Maharashtra","Amravati","Anjangaon Surji",129,469,253,450,454,336,94,435,27.51,53.94,20.04,92.75,96.80,95.95,71.64
"Dec","Maharashtra","Amravati","Bhatkuli",152,574,297,544,550,446,163,498,26.48,51.74,28.40,86.76,95.82,94.77,77.70
"Dec","Maharashtra","Amravati","Chandurbazar",278,959,495,889,896,708,279,870,28.99,51.62,29.09,90.72,93.43,92.70,73.83
"Dec","Maharashtra","Amravati","Chandur Railway",98,367,189,348,347,280,88,309,26.70,51.50,23.98,84.20,94.55,94.82,76.29
"Dec","Maharashtra","Amravati","Chikhaldara",91,811,250,639,659,488,38,408,11.22,30.83,4.69,50.31,81.26,78.79,60.17
"Dec","Maharashtra","Amravati","Daryapur",161,613,365,596,597,491,285,534,26.26,59.54,46.49,87.11,97.39,97.23,80.10
"Dec","Maharashtra","Amravati","Dhamangaon Railway",158,490,244,469,466,362,138,365,32.24,49.80,28.16,74.49,95.10,95.71,73.88
"Dec","Maharashtra","Amravati","Dharni",148,1298,381,769,803,614,57,723,11.40,29.35,4.39,55.70,61.86,59.24,47.30
"Dec","Maharashtra","Amravati","Morshi",136,679,360,636,635,531,135,468,20.03,53.02,19.88,68.92,93.52,93.67,78.20
"Dec","Maharashtra","Amravati","Nandgaon-Khandeshwar",154,607,318,551,550,425,152,537,25.37,52.39,25.04,88.47,90.61,90.77,70.02
"Dec","Maharashtra","Amravati","Teosa",140,487,224,436,437,325,147,470,28.75,46.00,30.18,96.51,89.73,89.53,66.74
"Dec","Maharashtra","Amravati","Warud",158,651,367,630,631,487,182,529,24.27,56.37,27.96,81.26,96.93,96.77,74.81
"Dec","Maharashtra","Aurangabad","Aurangabad",762,6163,2342,5892,5921,4622,858,4483,12.36,38.00,13.92,72.74,96.07,95.60,75.00
"Dec","Maharashtra","Aurangabad","Gangapur",172,3130,1036,2750,2782,2126,62,1567,5.50,33.10,1.98,50.06,88.88,87.86,67.92
"Dec","Maharashtra","Aurangabad","Kannad",206,2501,948,2253,2296,1736,269,1556,8.24,37.90,10.76,62.22,91.80,90.08,69.41
"Dec","Maharashtra","Aurangabad","Khuldabad",46,867,276,721,746,544,50,505,5.31,31.83,5.77,58.25,86.04,83.16,62.75
"Dec","Maharashtra","Aurangabad","Paithan",167,2527,877,2272,2276,1814,181,1506,6.61,34.71,7.16,59.60,90.07,89.91,71.78
"Dec","Maharashtra","Aurangabad","Phulambri",157,1266,567,1163,1178,881,262,920,12.40,44.79,20.70,72.67,93.05,91.86,69.59
"Dec","Maharashtra","Aurangabad","Sillod",238,2779,1108,2498,2519,1913,222,1908,8.56,39.87,7.99,68.66,90.64,89.89,68.84
"Dec","Maharashtra","Aurangabad","Soegaon",68,931,317,762,790,533,71,492,7.30,34.05,7.63,52.85,84.85,81.85,57.25
"Dec","Maharashtra","Aurangabad","Vaijapur",127,1775,719,1640,1654,1352,304,1127,7.15,40.51,17.13,63.49,93.18,92.39,76.17
"Dec","Maharashtra","Beed","Ambejogai",156,2479,682,2301,2315,1904,146,1378,6.29,27.51,5.89,55.59,93.38,92.82,76.81
"Dec","Maharashtra","Beed","Ashti",89,1317,388,1255,1272,1076,150,812,6.76,29.46,11.39,61.66,96.58,95.29,81.70
"Dec","Maharashtra","Beed","Bid",316,3577,1325,3243,3286,2557,352,2438,8.83,37.04,9.84,68.16,91.86,90.66,71.48
"Dec","Maharashtra","Beed","Dharur",50,661,216,594,588,457,37,417,7.56,32.68,5.60,63.09,88.96,89.86,69.14
"Dec","Maharashtra","Beed","Georai",156,2047,802,1891,1911,1528,214,1579,7.62,39.18,10.45,77.14,93.36,92.38,74.65
"Dec","Maharashtra","Beed","Kaij",55,1402,343,1148,1159,871,38,803,3.92,24.47,2.71,57.28,82.67,81.88,62.13
"Dec","Maharashtra","Beed","Manjlegaon",49,1349,406,1239,1243,956,121,820,3.63,30.10,8.97,60.79,92.14,91.85,70.87
"Dec","Maharashtra","Beed","Parli",50,1274,376,1061,1086,831,64,667,3.92,29.51,5.02,52.35,85.24,83.28,65.23
"Dec","Maharashtra","Beed","Patoda",56,717,285,686,682,558,94,382,7.81,39.75,13.11,53.28,95.12,95.68,77.82
"Dec","Maharashtra","Beed","Shirur (Kasar)",57,593,218,565,578,440,80,468,9.61,36.76,13.49,78.92,97.47,95.28,74.20
"Dec","Maharashtra","Beed","Wadwani",35,498,216,474,481,360,64,310,7.03,43.37,12.85,62.25,96.59,95.18,72.29
"Dec","Maharashtra","Bhandara","Bhandara",423,1675,887,1599,1602,1285,383,1277,25.25,52.96,22.87,76.24,95.64,95.46,76.72
"Dec","Maharashtra","Bhandara","Lakhandur",212,687,402,640,658,571,146,536,30.86,58.52,21.25,78.02,95.78,93.16,83.11
"Dec","Maharashtra","Bhandara","Lakhani",175,690,392,630,643,510,123,635,25.36,56.81,17.83,92.03,93.19,91.30,73.91
"Dec","Maharashtra","Bhandara","Mohadi",283,929,549,892,892,747,297,808,30.46,59.10,31.97,86.98,96.02,96.02,80.41
"Dec","Maharashtra","Bhandara","Pauni",158,731,422,676,678,558,119,681,21.61,57.73,16.28,93.16,92.75,92.48,76.33
"Dec","Maharashtra","Bhandara","Sakoli",205,846,498,759,757,619,151,672,24.23,58.87,17.85,79.43,89.48,89.72,73.17
"Dec","Maharashtra","Bhandara","Tumsar",285,1120,674,1061,1054,855,310,957,25.45,60.18,27.68,85.45,94.11,94.73,76.34
"Dec","Maharashtra","Buldana","Buldana",578,3753,1451,3599,3599,2942,583,2728,15.40,38.66,15.53,72.69,95.90,95.90,78.39
"Dec","Maharashtra","Buldana","Chikhli",117,1432,646,1338,1355,1086,238,1117,8.17,45.11,16.62,78.00,94.62,93.44,75.84
"Dec","Maharashtra","Buldana","Deulgaon Raja",53,609,201,582,589,436,41,324,8.70,33.00,6.73,53.20,96.72,95.57,71.59
"Dec","Maharashtra","Buldana","Jalgaon (Jamod)",148,789,349,747,759,598,96,572,18.76,44.23,12.17,72.50,96.20,94.68,75.79
"Dec","Maharashtra","Buldana","Khamgaon",139,1538,611,1433,1444,1084,177,946,9.04,39.73,11.51,61.51,93.89,93.17,70.48
"Dec","Maharashtra","Buldana","Lonar",121,687,414,669,664,514,382,659,17.61,60.26,55.60,95.92,96.65,97.38,74.82
"Dec","Maharashtra","Buldana","Malkapur",49,534,271,509,508,445,153,418,9.18,50.75,28.65,78.28,95.13,95.32,83.33
"Dec","Maharashtra","Buldana","Mehkar",284,1394,609,1349,1357,1095,241,1050,20.37,43.69,17.29,75.32,97.35,96.77,78.55
"Dec","Maharashtra","Buldana","Motala",84,1171,453,1095,1110,881,91,712,7.17,38.68,7.77,60.80,94.79,93.51,75.23
"Dec","Maharashtra","Buldana","Nandura",101,753,423,725,731,559,227,584,13.41,56.18,30.15,77.56,97.08,96.28,74.24
"Dec","Maharashtra","Buldana","Sangrampur",153,967,400,913,922,713,92,616,15.82,41.37,9.51,63.70,95.35,94.42,73.73
"Dec","Maharashtra","Buldana","Shegaon",60,549,306,525,527,436,190,394,10.93,55.74,34.61,71.77,95.99,95.63,79.42
"Dec","Maharashtra","Buldana","Sindkhed Raja",132,908,361,848,846,662,199,726,14.54,39.76,21.92,79.96,93.17,93.39,72.91
"Dec","Maharashtra","Chandrapur","Ballarpur",261,981,436,900,903,695,191,687,26.61,44.44,19.47,70.03,92.05,91.74,70.85
"Dec","Maharashtra","Chandrapur","Bhadravati",120,630,302,583,588,455,134,457,19.05,47.94,21.27,72.54,93.33,92.54,72.22
"Dec","Maharashtra","Chandrapur","Brahmapuri",151,763,429,737,741,614,174,528,19.79,56.23,22.80,69.20,97.12,96.59,80.47
"Dec","Maharashtra","Chandrapur","Chandrapur",254,1464,644,1394,1391,1133,246,1038,17.35,43.99,16.80,70.90,95.01,95.22,77.39
"Dec","Maharashtra","Chandrapur","Chimur",166,839,374,810,817,659,142,692,19.79,44.58,16.92,82.48,97.38,96.54,78.55
"Dec","Maharashtra","Chandrapur","Gondpipri",58,418,187,409,409,321,39,262,13.88,44.74,9.33,62.68,97.85,97.85,76.79
"Dec","Maharashtra","Chandrapur","Jiwati",81,451,177,426,430,298,28,332,17.96,39.25,6.21,73.61,95.34,94.46,66.08
"Dec","Maharashtra","Chandrapur","Korpana",76,612,229,577,588,454,41,393,12.42,37.42,6.70,64.22,96.08,94.28,74.18
"Dec","Maharashtra","Chandrapur","Mul",140,545,293,519,526,429,42,410,25.69,53.76,7.71,75.23,96.51,95.23,78.72
"Dec","Maharashtra","Chandrapur","Nagbhir",158,720,452,697,697,606,245,556,21.94,62.78,34.03,77.22,96.81,96.81,84.17
"Dec","Maharashtra","Chandrapur","Pombhurna",52,227,125,212,213,183,38,174,22.91,55.07,16.74,76.65,93.83,93.39,80.62
"Dec","Maharashtra","Chandrapur","Rajura",119,511,203,492,497,381,92,360,23.29,39.73,18.00,70.45,97.26,96.28,74.56
"Dec","Maharashtra","Chandrapur","Sawali",143,607,334,574,580,442,97,469,23.56,55.02,15.98,77.27,95.55,94.56,72.82
"Dec","Maharashtra","Chandrapur","Sindewahi",118,558,285,537,533,433,107,446,21.15,51.08,19.18,79.93,95.52,96.24,77.60
"Dec","Maharashtra","Chandrapur","Warora",121,612,277,566,579,445,118,500,19.77,45.26,19.28,81.70,94.61,92.48,72.71
"Dec","Maharashtra","Dhule","Dhule",513,4909,1769,4485,4540,3690,402,3015,10.45,36.04,8.19,61.42,92.48,91.36,75.17
"Dec","Maharashtra","Dhule","Sakri",242,3424,1264,3077,3129,2241,208,2027,7.07,36.92,6.07,59.20,91.38,89.87,65.45
"Dec","Maharashtra","Dhule","Shirpur",301,2881,989,2562,2578,1940,290,1834,10.45,34.33,10.07,63.66,89.48,88.93,67.34
"Dec","Maharashtra","Dhule","Sindkhede",163,1414,541,1261,1280,998,133,947,11.53,38.26,9.41,66.97,90.52,89.18,70.58
"Dec","Maharashtra","Gadchiroli","Aheri",85,741,272,550,571,444,34,496,11.47,36.71,4.59,66.94,77.06,74.22,59.92
"Dec","Maharashtra","Gadchiroli","Armori",162,613,335,578,586,463,182,511,26.43,54.65,29.69,83.36,95.60,94.29,75.53
"Dec","Maharashtra","Gadchiroli","Bhamragad",38,252,99,196,203,149,4,184,15.08,39.29,1.59,73.02,80.56,77.78,59.13
"Dec","Maharashtra","Gadchiroli","Chamorshi",150,997,504,916,913,703,133,699,15.05,50.55,13.34,70.11,91.57,91.88,70.51
"Dec","Maharashtra","Gadchiroli","Desaiganj (Vadasa)",103,388,191,342,351,221,36,298,26.55,49.23,9.28,76.80,90.46,88.14,56.96
"Dec","Maharashtra","Gadchiroli","Dhanora",128,725,335,613,629,474,88,515,17.66,46.21,12.14,71.03,86.76,84.55,65.38
"Dec","Maharashtra","Gadchiroli","Etapalli",63,468,142,383,387,309,5,252,13.46,30.34,1.07,53.85,82.69,81.84,66.03
"Dec","Maharashtra","Gadchiroli","Gadchiroli",312,1037,506,996,1002,843,222,855,30.09,48.79,21.41,82.45,96.62,96.05,81.29
"Dec","Maharashtra","Gadchiroli","Korchi",92,371,174,311,321,227,25,265,24.80,46.90,6.74,71.43,86.52,83.83,61.19
"Dec","Maharashtra","Gadchiroli","Kurkheda",149,559,266,457,459,325,55,366,26.65,47.58,9.84,65.47,82.11,81.75,58.14
"Dec","Maharashtra","Gadchiroli","Mulchera",100,391,193,369,369,283,69,354,25.58,49.36,17.65,90.54,94.37,94.37,72.38
"Dec","Maharashtra","Gadchiroli","Sironcha",97,562,219,508,515,378,35,372,17.26,38.97,6.23,66.19,91.64,90.39,67.26
"Dec","Maharashtra","Gondia","Amgaon",200,866,427,825,824,666,146,660,23.09,49.31,16.86,76.21,95.15,95.27,76.91
"Dec","Maharashtra","Gondia","Arjuni Morgaon",198,933,545,872,885,678,135,764,21.22,58.41,14.47,81.89,94.86,93.46,72.67
"Dec","Maharashtra","Gondia","Deori",236,856,442,815,815,630,162,576,27.57,51.64,18.93,67.29,95.21,95.21,73.60
"Dec","Maharashtra","Gondia","Gondiya",573,2501,1226,2355,2354,1884,402,1873,22.91,49.02,16.07,74.89,94.12,94.16,75.33
"Dec","Maharashtra","Gondia","Goregaon",171,795,451,754,758,581,136,616,21.51,56.73,17.11,77.48,95.35,94.84,73.08
"Dec","Maharashtra","Gondia","Sadak Arjuni",204,780,402,737,744,599,123,569,26.15,51.54,15.77,72.95,95.38,94.49,76.79
"Dec","Maharashtra","Gondia","Salekasa",145,667,357,638,633,534,157,595,21.74,53.52,23.54,89.21,94.90,95.65,80.06
"Dec","Maharashtra","Gondia","Tirora",314,938,585,908,910,744,409,866,33.48,62.37,43.60,92.32,97.01,96.80,79.32
"Dec","Maharashtra","Hingoli","Aundha (Nagnath)",132,1235,421,1143,1129,927,49,862,10.69,34.09,3.97,69.80,91.42,92.55,75.06
"Dec","Maharashtra","Hingoli","Basmath",289,1548,662,1407,1424,1113,191,1107,18.67,42.76,12.34,71.51,91.99,90.89,71.90
"Dec","Maharashtra","Hingoli","Hingoli",339,2276,783,2049,2069,1681,140,1337,14.89,34.40,6.15,58.74,90.91,90.03,73.86
"Dec","Maharashtra","Hingoli","Kalamnuri",231,1499,673,1341,1365,1111,117,938,15.41,44.90,7.81,62.58,91.06,89.46,74.12
"Dec","Maharashtra","Hingoli","Sengaon",170,1342,492,1224,1219,938,151,913,12.67,36.66,11.25,68.03,90.83,91.21,69.90
"Dec","Maharashtra","Jalgaon","Amalner",137,897,558,857,860,677,254,741,15.27,62.21,28.32,82.61,95.88,95.54,75.47
"Dec","Maharashtra","Jalgaon","Bhadgaon",126,1092,586,1013,1017,828,219,783,11.54,53.66,20.05,71.70,93.13,92.77,75.82
"Dec","Maharashtra","Jalgaon","Bhusawal",323,2315,1034,2217,2219,1867,355,1730,13.95,44.67,15.33,74.73,95.85,95.77,80.65
"Dec","Maharashtra","Jalgaon","Bodvad",66,572,311,533,542,432,176,474,11.54,54.37,30.77,82.87,94.76,93.18,75.52
"Dec","Maharashtra","Jalgaon","Chalisgaon",171,2381,1169,2173,2207,1724,350,1935,7.18,49.10,14.70,81.27,92.69,91.26,72.41
"Dec","Maharashtra","Jalgaon","Chopda",215,1720,979,1610,1611,1334,369,1231,12.50,56.92,21.45,71.57,93.66,93.60,77.56
"Dec","Maharashtra","Jalgaon","Dharangaon",72,782,453,705,716,554,110,545,9.21,57.93,14.07,69.69,91.56,90.15,70.84
"Dec","Maharashtra","Jalgaon","Erandol",117,906,399,830,835,663,90,632,12.91,44.04,9.93,69.76,92.16,91.61,73.18
"Dec","Maharashtra","Jalgaon","Jalgaon",312,2826,1171,2657,2679,2120,454,2009,11.04,41.44,16.07,71.09,94.80,94.02,75.02
"Dec","Maharashtra","Jalgaon","Jamner",253,2444,1140,2264,2301,1773,311,1770,10.35,46.64,12.73,72.42,94.15,92.64,72.55
"Dec","Maharashtra","Jalgaon","Muktainagar",162,1099,511,1034,1051,828,209,809,14.74,46.50,19.02,73.61,95.63,94.09,75.34
"Dec","Maharashtra","Jalgaon","Pachora",183,1704,841,1570,1587,1264,346,1241,10.74,49.35,20.31,72.83,93.13,92.14,74.18
"Dec","Maharashtra","Jalgaon","Parola",168,972,596,918,930,668,160,729,17.28,61.32,16.46,75.00,95.68,94.44,68.72
"Dec","Maharashtra","Jalgaon","Raver",159,1850,1265,1690,1717,1362,732,1427,8.59,68.38,39.57,77.14,92.81,91.35,73.62
"Dec","Maharashtra","Jalgaon","Yawal",139,1180,535,1112,1126,887,71,697,11.78,45.34,6.02,59.07,95.42,94.24,75.17
"Dec","Maharashtra","Jalna","Ambad",124,1638,668,1515,1533,1239,139,1171,7.57,40.78,8.49,71.49,93.59,92.49,75.64
"Dec","Maharashtra","Jalna","Badnapur",116,1276,464,1169,1177,914,118,870,9.09,36.36,9.25,68.18,92.24,91.61,71.63
"Dec","Maharashtra","Jalna","Bhokardan",168,2109,710,1983,2006,1586,149,1241,7.97,33.67,7.06,58.84,95.12,94.03,75.20
"Dec","Maharashtra","Jalna","Ghansawangi",202,1574,615,1446,1458,1144,316,1088,12.83,39.07,20.08,69.12,92.63,91.87,72.68
"Dec","Maharashtra","Jalna","Jafrabad",95,1186,458,1146,1154,899,194,821,8.01,38.62,16.36,69.22,97.30,96.63,75.80
"Dec","Maharashtra","Jalna","Jalna",338,3140,1105,2952,2981,2398,376,2164,10.76,35.19,11.97,68.92,94.94,94.01,76.37
"Dec","Maharashtra","Jalna","Mantha",63,1187,380,1112,1118,919,81,798,5.31,32.01,6.82,67.23,94.19,93.68,77.42
"Dec","Maharashtra","Jalna","Partur",91,916,316,846,850,655,117,651,9.93,34.50,12.77,71.07,92.79,92.36,71.51
"Dec","Maharashtra","Kolhapur","Ajra",48,389,150,369,371,289,35,221,12.34,38.56,9.00,56.81,95.37,94.86,74.29
"Dec","Maharashtra","Kolhapur","Bavda",16,237,110,229,229,173,12,153,6.75,46.41,5.06,64.56,96.62,96.62,73.00
"Dec","Maharashtra","Kolhapur","Bhudargad",90,671,338,630,627,477,34,508,13.41,50.37,5.07,75.71,93.44,93.89,71.09
"Dec","Maharashtra","Kolhapur","Chandgad",70,943,421,853,858,665,100,592,7.42,44.64,10.60,62.78,90.99,90.46,70.52
"Dec","Maharashtra","Kolhapur","Gadhinglaj",187,921,496,886,890,684,199,800,20.30,53.85,21.61,86.86,96.63,96.20,74.27
"Dec","Maharashtra","Kolhapur","Hatkanangle",391,3081,1186,2944,2972,2305,225,2053,12.69,38.49,7.30,66.63,96.46,95.55,74.81
"Dec","Maharashtra","Kolhapur","Kagal",169,1188,515,1125,1127,838,57,665,14.23,43.35,4.80,55.98,94.87,94.70,70.54
"Dec","Maharashtra","Kolhapur","Karvir",253,1662,760,1609,1619,1194,267,1200,15.22,45.73,16.06,72.20,97.41,96.81,71.84
"Dec","Maharashtra","Kolhapur","Kolhapur",304,2863,1022,2743,2759,2159,207,1937,10.62,35.70,7.23,67.66,96.37,95.81,75.41
"Dec","Maharashtra","Kolhapur","Panhala",156,1276,592,1235,1236,983,140,883,12.23,46.39,10.97,69.20,96.87,96.79,77.04
"Dec","Maharashtra","Kolhapur","Radhanagari",133,1061,456,1015,1017,775,101,760,12.54,42.98,9.52,71.63,95.85,95.66,73.04
"Dec","Maharashtra","Kolhapur","Shahuwadi",83,850,379,808,812,637,43,628,9.76,44.59,5.06,73.88,95.53,95.06,74.94
"Dec","Maharashtra","Kolhapur","Shirol",210,1814,767,1732,1738,1378,149,1286,11.58,42.28,8.21,70.89,95.81,95.48,75.96
"Dec","Maharashtra","Latur","Ahmadpur",181,1097,481,1001,1019,822,132,767,16.50,43.85,12.03,69.92,92.89,91.25,74.93
"Dec","Maharashtra","Latur","Ausa",178,1502,605,1375,1385,1063,125,959,11.85,40.28,8.32,63.85,92.21,91.54,70.77
"Dec","Maharashtra","Latur","Chakur",197,1123,504,1070,1076,856,255,928,17.54,44.88,22.71,82.64,95.81,95.28,76.22
"Dec","Maharashtra","Latur","Deoni",71,547,220,475,486,373,9,402,12.98,40.22,1.65,73.49,88.85,86.84,68.19
"Dec","Maharashtra","Latur","Jalkot",63,467,185,403,412,321,46,296,13.49,39.61,9.85,63.38,88.22,86.30,68.74
"Dec","Maharashtra","Latur","Latur",121,1203,435,1102,1112,834,100,830,10.06,36.16,8.31,68.99,92.44,91.60,69.33
"Dec","Maharashtra","Latur","Murud",117,814,368,760,762,590,132,566,14.37,45.21,16.22,69.53,93.61,93.37,72.48
"Dec","Maharashtra","Latur","Nilanga",194,1611,653,1415,1425,1124,96,1234,12.04,40.53,5.96,76.60,88.45,87.83,69.77
"Dec","Maharashtra","Latur","Renapur",110,798,294,706,707,549,88,594,13.78,36.84,11.03,74.44,88.60,88.47,68.80
"Dec","Maharashtra","Latur","Sirur Anantpal",87,493,225,423,433,312,99,424,17.65,45.64,20.08,86.00,87.83,85.80,63.29
"Dec","Maharashtra","Latur","Udgir",296,3012,784,2728,2757,2176,176,1680,9.83,26.03,5.84,55.78,91.53,90.57,72.24
"Dec","Maharashtra","Mumbai City","Mumbai",179,2775,678,2410,2395,1982,96,1544,6.45,24.43,3.46,55.64,86.31,86.85,71.42
"Dec","Maharashtra","Mumbai Suburban","Mumbai",1050,13472,3855,12672,12702,10386,717,7943,7.79,28.61,5.32,58.96,94.28,94.06,77.09
"Dec","Maharashtra","Nagpur","Bhiwapur",71,409,212,394,395,325,31,275,17.36,51.83,7.58,67.24,96.58,96.33,79.46
"Dec","Maharashtra","Nagpur","Hingna",292,1945,850,1739,1735,1391,168,1429,15.01,43.70,8.64,73.47,89.20,89.41,71.52
"Dec","Maharashtra","Nagpur","Kalameshwar",99,549,269,500,512,397,107,419,18.03,49.00,19.49,76.32,93.26,91.07,72.31
"Dec","Maharashtra","Nagpur","Kamptee",256,1673,638,1545,1547,1196,205,1324,15.30,38.14,12.25,79.14,92.47,92.35,71.49
"Dec","Maharashtra","Nagpur","Katol",90,639,248,556,570,452,14,426,14.08,38.81,2.19,66.67,89.20,87.01,70.74
"Dec","Maharashtra","Nagpur","Kuhi",165,683,345,648,646,507,120,543,24.16,50.51,17.57,79.50,94.58,94.88,74.23
"Dec","Maharashtra","Nagpur","Mauda",160,1008,457,927,923,770,178,821,15.87,45.34,17.66,81.45,91.57,91.96,76.39
"Dec","Maharashtra","Nagpur","Nagpur (Rural)",217,1662,645,1504,1515,1172,122,1134,13.06,38.81,7.34,68.23,91.16,90.49,70.52
"Dec","Maharashtra","Nagpur","Nagpur (Urban)",761,5811,1812,5255,5263,4246,577,4059,13.10,31.18,9.93,69.85,90.57,90.43,73.07
"Dec","Maharashtra","Nagpur","Narkhed",99,486,236,455,456,368,46,435,20.37,48.56,9.47,89.51,93.83,93.62,75.72
"Dec","Maharashtra","Nagpur","Parseoni",206,827,377,758,759,594,177,701,24.91,45.59,21.40,84.76,91.78,91.66,71.83
"Dec","Maharashtra","Nagpur","Ramtek",155,885,472,845,848,662,267,735,17.51,53.33,30.17,83.05,95.82,95.48,74.80
"Dec","Maharashtra","Nagpur","Savner",176,958,473,920,920,779,124,695,18.37,49.37,12.94,72.55,96.03,96.03,81.32
"Dec","Maharashtra","Nagpur","Umred",113,528,293,506,510,423,179,437,21.40,55.49,33.90,82.77,96.59,95.83,80.11
"Dec","Maharashtra","Nanded","Ardhapur",98,553,276,522,524,398,70,469,17.72,49.91,12.66,84.81,94.76,94.39,71.97
"Dec","Maharashtra","Nanded","Bhokar",76,639,300,595,600,461,52,421,11.89,46.95,8.14,65.88,93.90,93.11,72.14
"Dec","Maharashtra","Nanded","Biloli",78,767,343,722,725,597,171,601,10.17,44.72,22.29,78.36,94.52,94.13,77.84
"Dec","Maharashtra","Nanded","Deglur",106,1057,355,964,961,727,97,747,10.03,33.59,9.18,70.67,90.92,91.20,68.78
"Dec","Maharashtra","Nanded","Dharmabad",55,362,147,344,342,260,31,284,15.19,40.61,8.56,78.45,94.48,95.03,71.82
"Dec","Maharashtra","Nanded","Hadgaon",298,1495,714,1378,1385,1053,185,1115,19.93,47.76,12.37,74.58,92.64,92.17,70.43
"Dec","Maharashtra","Nanded","Himayatnagar",52,708,289,635,650,487,41,455,7.34,40.82,5.79,64.27,91.81,89.69,68.79
"Dec","Maharashtra","Nanded","Kandhar",129,1292,478,1191,1196,924,70,790,9.98,37.00,5.42,61.15,92.57,92.18,71.52
"Dec","Maharashtra","Nanded","Kinwat",159,1413,656,1324,1333,1050,213,1043,11.25,46.43,15.07,73.81,94.34,93.70,74.31
"Dec","Maharashtra","Nanded","Loha",147,1437,535,1326,1333,1057,221,988,10.23,37.23,15.38,68.75,92.76,92.28,73.56
"Dec","Maharashtra","Nanded","Mahur",110,622,352,583,587,490,134,490,17.68,56.59,21.54,78.78,94.37,93.73,78.78
"Dec","Maharashtra","Nanded","Mudkhed",84,612,258,568,565,413,100,512,13.73,42.16,16.34,83.66,92.32,92.81,67.48
