month_n,state_n,district_n,sub_district,mdrtly_stntd,svrly_stntd,svrly_wstd,mdrtly_wstd,svrly_uw,mdrtly_uw,nb_lbw,wstd_chld,stntd_chld,uw_chld,svrly_wasting_percent,wasting_percent,svrly_stunting_percent,stunting_percent,svrly_underweight_percent,underweight_percent,low_birth_weight_percent,no_anemic_wmn,no_pregnant_women,no_tenatus_cmpltd,no_wmn_rstg_drg_prgncy,no_wmn_etg_xtr_ml_drg_prgncy,no_trmstr_3wmn_cnsld_imdtbf,no_wmn_4_anc_vst_dlvry,prnt_anwmic_wmn,prnt_4_anc_vst_dlvry,prnt_wmn_etg_xtr_ml_drng_prgncy,prnt_wmn_rstg_drg_prgncy,prnt_trmstr_3wmn_cnsld_imdtbf,no_chld_bf_at_birth,no_chld_appr_cf,no_chld_excly_bf,no_chld_rcvg_cf_wid_adq_dt_dvsty,no_chld_intd_cf_past30d,no_chld_cf_wid_adq_dt_qnty,tot_no_chld_rcvg_cf_wid_appr_hndwhd_bfr_fdg,no_of_chld_cmpltd_1yr_immunzt,total_no_chld_enrld_cas_born_lstmnth,total_no_chld_0t6mnths_enrld_cas,no_chld_appr_cf,prnt_chld_bf_at_birth,prnt_chld_excly_bf,prnt_chld_rcvg_cf_wid_adq_dt_dvsty,prnt_chld_cf_wid_adq_dt_qnty,per_no_chld_cf_wid_appr_hndwhg_bfr_fdg,prnt_chld_intd_cf_p30d,prnt_child_1yr_immnztn,prnt_intd_cf_6to24mnth_child
Dec,Maharashtra,Nagpur,Katol,1390,955,47,127,140,649,15,174,2345,789,0.79,2.92,15.99,39.27,2.12,11.94,18.75,90,639,248,556,570,452,14,14.08,2.19,89.2,87.01,70.74,69,1985,629,1749,315,1665,1945,1124,93,853,1985,74.19,73.74,88.11,83.88,97.98,82.89,16.71,81.58
Dec,Maharashtra,Nagpur,Kuhi,1386,907,53,202,138,854,14,255,2293,992,1,4.81,17.08,43.17,2.15,15.43,21.21,165,683,345,648,646,507,120,24.16,17.57,94.58,94.88,74.23,61,1988,558,1791,298,1819,1960,2052,72,742,1988,84.72,75.2,90.09,91.5,98.59,88.96,31.36,85.45
Dec,Maharashtra,Nagpur,Mauda,1077,856,84,257,247,1052,26,341,1933,1299,1.59,6.45,16.18,36.54,2.81,14.78,17.69,160,1008,457,927,923,770,178,15.87,17.66,91.57,91.96,76.39,136,2919,921,2603,380,2757,2883,1429,170,1221,2919,80,75.43,89.17,94.45,98.77,82.79,15.02,83.22
Dec,Maharashtra,Nagpur,Nagpur (Rural),2171,1196,85,350,353,1534,42,435,3367,1887,0.63,3.2,8.8,24.77,2,10.67,16.09,217,1662,645,1504,1515,1172,122,13.06,7.34,91.16,90.49,70.52,240,6251,1809,5524,875,5467,6163,2510,294,2607,6251,81.63,69.39,88.37,87.46,98.59,84.13,12.75,80.62
Dec,Maharashtra,Nagpur,Nagpur (Urban),7118,4436,1196,2538,1710,6995,171,3734,11554,8705,3.65,11.41,13.48,35.1,3.49,17.76,20.58,761,5811,1812,5255,5263,4246,577,13.1,9.93,90.57,90.43,73.07,766,20482,6076,18471,2736,17603,20223,15906,921,8401,20482,83.17,72.32,90.18,85.94,98.74,82.61,23.87,81.3
Dec,Maharashtra,Nagpur,Narkhed,790,647,31,116,103,464,8,147,1437,567,0.74,3.52,15.48,34.39,1.84,10.14,14.04,99,486,236,455,456,368,46,20.37,9.47,93.83,93.62,75.72,48,1811,514,1678,257,1571,1779,1518,65,700,1811,73.85,73.43,92.66,86.75,98.23,84.54,25.18,86.63
Dec,Maharashtra,Nagpur,Parseoni,1370,1045,92,306,243,1053,26,398,2415,1296,1.3,5.61,14.7,33.98,2.78,14.83,21.67,206,827,377,758,759,594,177,24.91,21.4,91.78,91.66,71.83,104,2950,883,2608,425,2495,2884,2132,130,1217,2950,80,72.56,88.41,84.58,97.76,84.66,22.17,81.58
Dec,Maharashtra,Nagpur,Ramtek,1613,1009,121,295,205,879,16,416,2622,1084,1.59,5.46,13.22,34.36,2.46,13,13.68,155,885,472,845,848,662,267,17.51,30.17,95.82,95.48,74.8,99,2619,858,2445,341,2413,2576,4226,147,1129,2619,67.35,76,93.36,92.13,98.36,89.5,50.57,90.12
Dec,Maharashtra,Nagpur,Savner,1697,1150,50,218,215,1074,26,268,2847,1289,0.62,3.33,14.28,35.36,2.03,12.17,18.06,176,958,473,920,920,779,124,18.37,12.94,96.03,96.03,81.32,129,3526,1038,3251,506,3309,3502,3242,160,1346,3526,80.63,77.12,92.2,93.85,99.32,87.85,30.09,87.63
Dec,Maharashtra,Nagpur,Umred,1287,763,74,233,168,767,18,307,2050,935,1.32,5.46,13.57,36.47,2.95,16.43,24,113,528,293,506,510,423,179,21.4,33.9,96.59,95.83,80.11,64,1773,554,1548,271,1613,1749,3228,86,721,1773,74.42,76.84,87.31,90.98,98.65,90.64,57.95,83.72
Dec,Maharashtra,Nanded,Ardhapur,1279,778,101,236,181,808,11,337,2057,989,1.85,6.16,14.21,37.56,3.01,16.45,11.46,98,553,276,522,524,398,70,17.72,12.66,94.76,94.39,71.97,79,1838,674,1733,267,1747,1810,1417,106,840,1838,74.53,80.24,94.29,95.05,98.48,87.83,23.8,90.12
Dec,Maharashtra,Nanded,Bhokar,882,725,102,247,190,729,25,349,1607,919,1.9,6.51,13.39,29.67,2.45,11.83,25.25,76,639,300,595,600,461,52,11.89,8.14,93.9,93.11,72.14,82,2313,736,2090,330,2044,2279,913,109,998,2313,75.23,73.75,90.36,88.37,98.53,85.94,11.57,84.21
Dec,Maharashtra,Nanded,Biloli,973,823,105,205,161,658,26,310,1796,819,1.44,4.24,11.24,24.53,1.68,8.57,16.35,78,767,343,722,725,597,171,10.17,22.29,94.52,94.13,77.84,130,2962,1010,2735,412,2503,2903,2108,171,1347,2962,76.02,74.98,92.34,84.5,98.01,89.18,20.75,85.9
Dec,Maharashtra,Nanded,Deglur,1027,767,191,326,250,860,40,517,1794,1110,2.58,6.98,10.33,24.17,2.14,9.48,19.7,106,1057,355,964,961,727,97,10.03,9.18,90.92,91.2,68.78,171,3723,1234,3316,525,3092,3629,1755,220,1702,3723,77.73,72.5,89.07,83.05,97.48,85.92,13.35,80.72
Dec,Maharashtra,Nanded,Dharmabad,811,544,123,217,177,651,16,340,1355,828,3.37,9.32,14.9,37.1,4.55,21.26,27.12,55,362,147,344,342,260,31,15.19,8.56,94.48,95.03,71.82,53,1269,410,1173,195,1061,1258,556,63,569,1269,84.13,72.06,92.43,83.61,99.13,87.84,13.28,87.6
Dec,Maharashtra,Nanded,Hadgaon,2273,1358,206,416,380,1432,40,622,3631,1812,1.7,5.13,11.2,29.94,2.45,11.7,16.74,298,1495,714,1378,1385,1053,185,19.93,12.37,92.64,92.17,70.43,199,4960,1728,4383,769,4556,4855,3401,254,2306,4960,78.35,74.93,88.37,91.85,97.88,84.41,20.19,78.94
Dec,Maharashtra,Nanded,Himayatnagar,1143,851,100,211,163,614,14,311,1994,777,1.4,4.35,11.9,27.88,2.03,9.66,11.76,52,708,289,635,650,487,41,7.34,5.79,91.81,89.69,68.79,89,2598,880,2365,361,2217,2510,1111,132,1114,2598,67.42,78.99,91.03,85.33,96.61,90.02,13.77,85.63
Dec,Maharashtra,Nanded,Kandhar,2104,1932,275,487,385,1430,39,762,4036,1815,2.74,7.6,19.22,40.15,3.18,15,17.11,129,1292,478,1191,1196,924,70,9.98,5.42,92.57,92.18,71.52,187,4299,1438,3959,614,3957,4146,1148,249,1954,4299,75.1,73.59,92.09,92.04,96.44,87.59,7.95,85.14
Dec,Maharashtra,Nanded,Kinwat,2106,1651,247,536,369,1451,37,783,3757,1820,1.7,5.39,11.35,25.83,2.23,10.98,15.55,159,1413,656,1324,1333,1050,213,11.25,15.07,94.34,93.7,74.31,214,5190,1697,4842,738,4610,5115,2957,261,2150,5190,81.99,78.93,93.29,88.82,98.55,91.68,17.92,87.8
Dec,Maharashtra,Nanded,Loha,2759,1709,193,331,294,1087,36,524,4468,1381,1.49,4.05,13.21,34.55,2.12,9.96,17.65,147,1437,535,1326,1333,1057,221,10.23,15.38,92.76,92.28,73.56,162,5042,1627,4657,724,4708,4949,1997,229,2168,5042,70.74,75.05,92.36,93.38,98.16,89.27,11.75,85.81
Dec,Maharashtra,Nanded,Mahur,1017,908,63,191,297,871,10,254,1925,1168,1.53,6.16,22,46.64,4.59,18.03,9.26,110,622,352,583,587,490,134,17.68,21.54,94.37,93.73,78.78,92,2091,728,1910,305,1928,2059,762,117,968,2091,78.63,75.21,91.34,92.2,98.47,88.92,11.07,84.07
Dec,Maharashtra,Nanded,Mudkhed,318,204,26,78,169,536,11,104,522,705,1.08,4.3,8.42,21.55,2.49,10.4,9.82,84,612,258,568,565,413,100,13.73,16.34,92.32,92.81,67.48,91,1998,696,1863,293,1840,1968,990,117,893,1998,77.78,77.94,93.24,92.09,98.5,90.43,14.46,85.69
Dec,Maharashtra,Nanded,Mukhed,2162,1885,200,482,334,1160,47,682,4047,1494,1.45,4.94,13.63,29.26,2.02,9.03,17.28,163,1742,655,1579,1591,1253,125,9.36,7.18,91.33,90.64,71.93,211,5691,1746,4907,778,5054,5510,1570,310,2564,5691,68.06,68.1,86.22,88.81,96.82,81.72,8.67,77.24
Dec,Maharashtra,Nanded,Naigaon (Khairgaon),1205,876,75,253,370,1373,21,328,2081,1743,1.33,5.8,15.47,36.75,2.87,13.54,10.88,80,1065,382,963,971,759,64,7.51,6.01,91.17,90.42,71.27,158,3871,1349,3448,506,3215,3738,891,209,1786,3871,75.6,75.53,89.07,83.05,96.56,85.62,6.76,81.63
Dec,Maharashtra,Nanded,Nanded,6628,4236,611,1517,1126,4152,119,2128,10864,5278,1.78,6.21,12.29,31.52,2.64,12.36,17.71,543,4350,1475,4050,4068,3330,263,12.48,6.05,93.52,93.1,76.55,598,15944,4948,14401,2373,14401,15605,5941,741,6597,15944,80.7,75,90.32,90.32,97.87,86.07,11.17,82.17
Dec,Maharashtra,Nanded,Umri,881,775,160,201,184,733,13,361,1656,917,2.75,6.2,13.29,28.4,2.74,13.63,18.84,60,614,215,536,546,404,11,9.77,1.79,88.93,87.3,65.8,46,1981,616,1776,301,1816,1932,344,80,892,1981,57.5,69.06,89.65,91.67,97.53,87.5,5.08,81.73
Dec,Maharashtra,Nandurbar,Akkalkuwa,6439,8409,318,1354,2230,6991,72,1672,14848,9221,1.46,7.66,38.41,67.83,9.95,41.16,17.48,237,2190,733,1957,1988,1430,152,10.82,6.94,90.78,89.36,65.3,351,6726,2514,5430,913,5536,6602,2291,499,3556,6726,70.34,70.7,80.73,82.31,98.16,79.18,9.76,71.12
Dec,Maharashtra,Nandurbar,Akrani,5198,8438,521,1438,2886,6286,66,1959,13636,9172,2.81,10.55,45.3,73.21,15.21,48.34,19.13,156,2007,622,1634,1694,1130,146,7.77,7.27,84.4,81.42,56.3,327,6162,2129,5081,992,5312,5982,2399,437,3413,6162,74.83,62.38,82.46,86.21,97.08,75.32,10.87,69.28
Dec,Maharashtra,Nandurbar,Nandurbar,4861,4094,210,1079,1340,4225,50,1289,8955,5565,1.35,8.31,26.38,57.69,8.36,34.71,20,326,1385,643,1312,1325,1000,240,23.54,17.33,95.67,94.73,72.2,229,5198,1650,4858,778,4703,5142,6936,275,2160,5198,83.27,76.39,93.46,90.48,98.92,89.53,43.01,90.38
Dec,Maharashtra,Nandurbar,Nawapur,3605,3209,144,609,699,3043,57,753,6814,3742,1.13,5.89,25.02,53.12,4.55,24.36,19.79,283,1396,632,1288,1288,990,188,20.27,13.47,92.26,92.26,70.92,250,4288,1692,3959,598,3658,4215,1258,315,2203,4288,79.37,76.8,92.33,85.31,98.3,81.47,8.15,81.98
Dec,Maharashtra,Nandurbar,Shahade,7183,8388,376,1618,3094,8169,81,1994,15571,11263,1.56,8.29,34.8,64.61,11.22,40.83,18.54,425,2528,1156,2348,2381,1753,247,16.81,9.77,94.19,92.88,69.34,403,8832,2805,7573,1367,7526,8628,4273,498,3916,8832,80.92,71.63,85.75,85.21,97.69,89.58,15.17,81.1
Dec,Maharashtra,Nandurbar,Talode,3210,3907,170,655,1168,3346,23,825,7117,4514,1.66,8.05,38.07,69.35,10.58,40.91,13.37,140,1021,418,974,984,704,127,13.71,12.44,96.38,95.4,68.95,143,3441,1317,3160,501,2720,3416,1890,200,1697,3441,71.5,77.61,91.83,79.05,99.27,88.83,17.74,88.39
Dec,Maharashtra,Nashik,Baglan,4904,3965,345,922,876,2834,42,1267,8869,3710,1.36,4.99,15.61,34.92,3.15,13.36,14.95,169,2620,1176,2453,2475,1936,510,6.45,19.47,94.47,93.63,73.89,238,8713,2322,7821,1277,7792,8628,19564,354,3193,8713,67.23,72.72,89.76,89.43,99.02,88.19,67.99,84.51
Dec,Maharashtra,Nashik,Chandvad,3035,2225,228,447,545,2012,28,675,5260,2557,1.63,4.84,15.92,37.64,3.39,15.89,14.89,106,1667,673,1546,1580,1198,185,6.36,11.1,94.78,92.74,71.87,170,5361,1453,4946,873,4769,5260,5122,216,2011,5361,78.7,72.25,92.26,88.96,98.12,91.89,30.25,88.13
Dec,Maharashtra,Nashik,Deola,1732,1253,72,290,315,1229,14,362,2985,1544,0.77,3.87,13.38,31.87,2.89,14.14,11.02,138,1027,391,986,987,723,241,13.44,23.47,96.11,96.01,70.4,120,3569,975,3393,564,3256,3518,3965,145,1294,3569,82.76,75.35,95.07,91.23,98.57,95.27,36.26,92.83
Dec,Maharashtra,Nashik,Dindori,5603,4766,393,921,1062,4226,18,1314,10369,5288,1.67,5.59,20.24,44.04,4.12,20.53,7.79,285,2232,1181,2122,2140,1715,559,12.77,25.04,95.88,95.07,76.84,215,7784,2037,7367,1076,7382,7734,22814,257,2742,7784,83.66,74.29,94.64,94.84,99.36,92.44,90.22,92.01
Dec,Maharashtra,Nashik,Igatpuri,3756,3691,262,655,950,3335,48,917,7447,4285,1.87,6.54,26.27,53,5.85,26.4,26.09,147,1757,685,1574,1589,1108,68,8.37,3.87,90.44,89.58,63.06,174,5799,1517,5122,757,4973,5674,2531,224,2151,5799,77.68,70.53,88.33,85.76,97.84,81.49,13.24,81.29
Dec,Maharashtra,Nashik,Kalwan,3437,3143,176,470,578,2196,23,646,6580,2774,1.28,4.69,22.82,47.77,3.52,16.9,14.29,187,1567,722,1493,1504,1066,231,11.93,14.74,95.98,95.28,68.03,134,5215,1275,4652,763,4644,5145,5135,184,1772,5215,72.83,71.95,89.2,89.05,98.66,88.11,31.06,84.54
Dec,Maharashtra,Nashik,Malegaon,7899,5388,926,1979,1540,5544,130,2905,13287,7084,2.2,6.91,12.8,31.57,3.09,14.19,18.79,483,5342,2247,4883,4963,3867,609,9.04,11.4,92.91,91.41,72.39,645,17996,4967,16086,2876,14647,17495,17874,816,6883,17996,79.04,72.16,89.39,81.39,97.22,91.19,31,84.13
Dec,Maharashtra,Nashik,Nandgaon,2571,1924,339,603,402,1680,34,942,4495,2082,2.57,7.14,14.56,34.01,2.79,14.43,18.99,92,1390,616,1213,1235,988,121,6.62,8.71,88.85,87.27,71.08,157,4668,1365,4147,732,3879,4542,2708,234,1897,4668,67.09,71.96,88.84,83.1,97.3,85.02,17.04,80.2
Dec,Maharashtra,Nashik,Nashik,6592,4131,596,1808,1725,5974,73,2404,10723,7699,2.13,8.57,14.72,38.2,5.16,23.05,20.39,331,3275,1398,3076,3110,2444,341,10.11,10.41,94.96,93.92,74.63,317,11547,2980,10471,1687,10330,11399,11756,406,4099,11547,78.08,72.7,90.68,89.46,98.72,88.56,31.51,86.54
Dec,Maharashtra,Nashik,Niphad,4572,2732,335,955,904,3593,36,1290,7304,4497,1.44,5.54,11.73,31.37,3.22,16,15,276,2823,1131,2657,2686,1999,347,9.78,12.29,95.15,94.12,70.81,198,10080,2458,8946,1463,9016,9932,9593,288,3435,10080,68.75,71.56,88.75,89.44,98.53,89.37,28.89,83.77
Dec,Maharashtra,Nashik,Peint,2869,3126,346,708,955,3133,37,1054,5995,4088,3.34,10.17,30.05,57.63,8.28,35.46,25.17,61,1027,424,888,898,615,23,5.94,2.24,87.44,86.47,59.88,125,3473,1094,3090,456,3115,3410,3652,186,1490,3473,67.2,73.42,88.97,89.69,98.19,86.53,30.28,81.21
Dec,Maharashtra,Nashik,Sinnar,3465,2070,199,471,453,1821,41,670,5535,2274,1.21,4.08,12.6,33.69,2.24,11.23,22.53,141,2069,954,1925,1957,1518,166,6.81,8.02,94.59,93.04,73.37,171,6434,1713,5733,972,6042,6355,11688,222,2361,6434,77.03,72.55,89.1,93.91,98.77,89.59,55.3,84.53
Dec,Maharashtra,Nashik,Surgana,3152,3365,450,989,1245,3684,59,1439,6517,4929,3.59,11.46,26.72,51.75,7.75,30.67,26.11,80,1593,661,1478,1519,1041,99,5.02,6.21,95.35,92.78,65.35,197,5494,1699,4886,685,4859,5421,4191,278,2233,5494,70.86,76.09,88.93,88.44,98.67,90.85,24.58,85.48
Dec,Maharashtra,Nashik,Trimbakeshwar,4120,4243,304,923,1443,3967,25,1227,8363,5410,2.2,8.89,30.71,60.54,9.88,37.02,13.09,73,1429,571,1332,1357,954,173,5.11,12.11,94.96,93.21,66.76,158,4489,1352,3562,627,4121,4397,5544,220,1824,4489,71.82,74.12,79.35,91.8,97.95,84.27,36.7,72.18
Dec,Maharashtra,Nashik,Yevla,2385,1601,161,437,339,1364,25,598,3986,1703,1.28,4.77,12.77,31.79,2.36,11.86,17.99,138,1472,600,1364,1362,1056,319,9.38,21.67,92.53,92.66,71.74,135,4822,1316,4402,725,4276,4755,5205,181,1818,4822,74.59,72.39,91.29,88.68,98.61,93.19,33.45,87.92
Dec,Maharashtra,Osmanabad,Bhum,1001,348,60,188,101,423,25,248,1349,524,0.94,3.88,5.45,21.11,1.54,7.99,26.88,64,637,271,592,600,465,64,10.05,10.05,94.19,92.94,73,81,2047,662,1917,292,1897,1988,625,106,840,2047,76.42,78.81,93.65,92.67,97.12,87.69,9.02,88.5
Dec,Maharashtra,Osmanabad,Kalamb,3844,1954,148,567,439,1879,29,715,5798,2318,0.87,4.2,11.47,34.02,2.51,13.24,11.11,198,1707,755,1607,1619,1261,307,11.6,17.98,94.84,94.14,73.87,207,5476,1572,5046,794,5077,5379,3816,298,2085,5476,69.46,75.4,92.15,92.71,98.23,91.06,21.93,87.51
Dec,Maharashtra,Osmanabad,Osmanabad,10111,5542,531,1789,1348,5773,100,2320,15653,7121,1.21,5.3,12.64,35.7,2.91,15.35,16.39,599,4713,1794,4467,4484,3553,506,12.71,10.74,95.14,94.78,75.39,546,15318,4320,14023,2153,14052,15031,7484,664,5689,15318,82.23,75.94,91.55,91.74,98.13,91.19,15.53,87.35
Dec,Maharashtra,Osmanabad,Paranda,1442,610,68,370,156,795,8,438,2052,951,1.01,6.52,9.08,30.54,2.28,13.88,10.67,62,631,305,604,610,473,45,9.83,7.13,96.67,95.72,74.96,65,2083,570,1901,318,1971,2038,1034,88,783,2083,73.86,72.8,91.26,94.62,97.84,84.13,14.84,84.12
Dec,Maharashtra,Osmanabad,Tuljapur,2955,1519,42,374,306,1600,12,416,4474,1906,0.33,3.29,11.99,35.31,2.26,14.07,7.32,144,1303,562,1248,1248,976,202,11.05,15.5,95.78,95.78,74.9,139,4290,1263,4065,641,3888,4210,2430,179,1644,4290,77.65,76.82,94.76,90.63,98.14,94.26,18.94,92.22
Dec,Maharashtra,Osmanabad,Umarga,1880,851,105,288,206,824,9,393,2731,1030,1.19,4.44,9.6,30.82,2.23,11.16,8.11,64,843,312,781,787,626,84,7.59,9.96,93.36,92.65,74.26,85,2634,922,2403,382,2378,2586,620,119,1242,2634,71.43,74.24,91.23,90.28,98.18,83.77,7.01,84.32
Dec,Maharashtra,Palghar,Dahanu,7342,7207,307,1289,1883,7167,105,1596,14549,9050,1.19,6.18,27.88,56.28,6.9,33.14,18.95,271,2791,1150,2333,2376,1772,133,9.71,4.77,85.13,83.59,63.49,456,8642,2534,7093,1184,7434,8485,4660,622,3758,8642,73.31,67.43,82.08,86.02,98.18,72.33,13.61,65.52
Dec,Maharashtra,Palghar,Jawhar,3283,3905,134,756,1387,3782,29,890,7188,5169,1.42,9.42,41.27,75.96,14.15,52.73,16.67,109,1039,375,931,948,635,18,10.49,1.73,91.24,89.61,61.12,137,3594,998,2979,505,3203,3525,429,202,1408,3594,67.82,70.88,82.89,89.12,98.08,79.91,3.69,75.38
Dec,Maharashtra,Palghar,Mokhada,895,1264,58,216,428,1195,24,274,2159,1623,1.85,8.73,40.23,68.71,12.18,46.19,32.43,36,564,188,454,465,305,14,6.38,2.48,82.45,80.5,54.08,61,1835,492,1619,274,1653,1805,184,95,806,1835,64.21,61.04,88.23,90.08,98.37,68.16,2.48,65.87
Dec,Maharashtra,Palghar,Palghar,6504,5532,79,468,780,4363,53,547,12036,5143,0.28,1.93,19.45,42.32,2.51,16.53,10.58,353,2513,1019,2388,2400,1871,175,14.05,6.96,95.5,95.03,74.45,425,9612,2778,8824,1509,8816,9533,6940,556,3903,9612,76.44,71.18,91.8,91.72,99.18,85.79,20.76,85.05
Dec,Maharashtra,Palghar,Talasari,4407,4181,57,500,906,4161,41,557,8588,5067,0.44,4.32,32.44,66.63,6.31,35.3,18.39,68,1529,682,1441,1456,1059,66,4.45,4.32,95.23,94.24,69.26,207,4889,1252,3683,605,4492,4824,669,258,1588,4889,80.23,78.84,75.33,91.88,98.67,90.43,4.53,71.38
Dec,Maharashtra,Palghar,Vasai,4527,3072,91,626,639,2881,27,717,7599,3520,0.43,3.38,14.46,35.77,2.69,14.8,11.79,123,1412,515,1225,1222,932,42,8.71,2.97,86.54,86.76,66.01,197,7407,1800,6756,940,6900,7359,3317,251,2570,7407,78.49,70.04,91.21,93.16,99.35,78.53,10.3,78.42
Dec,Maharashtra,Palghar,Vikramgad,4119,4170,212,867,1274,4209,48,1079,8289,5483,1.76,8.96,34.59,68.75,10.45,44.95,19.2,127,1380,582,1225,1233,944,32,9.2,2.32,89.35,88.77,68.41,194,3574,1193,2859,538,2980,3482,479,286,1625,3574,67.83,73.42,79.99,83.38,97.43,78.08,3.8,68.73
Dec,Maharashtra,Palghar,Wada,3504,3822,87,501,960,3038,32,588,7326,3998,0.71,4.81,31.24,59.88,7.49,31.18,16.41,121,1335,491,1186,1196,900,68,9.06,5.09,89.59,88.84,67.42,171,3895,1105,3483,624,3462,3835,1478,212,1552,3895,80.66,71.2,89.42,88.88,98.46,80.21,10.8,77.9
Dec,Maharashtra,Parbhani,Gangakhed,1114,1006,68,218,180,715,20,286,2120,895,1.06,4.44,15.59,32.85,2.3,11.46,17.24,59,953,267,848,846,643,20,6.19,2.1,88.77,88.98,67.47,107,3042,915,2782,386,2735,2986,1375,128,1266,3042,83.59,72.27,91.45,89.91,98.16,78.14,13.27,82.67
Dec,Maharashtra,Parbhani,Jintur,2627,1925,130,404,347,1337,37,534,4552,1684,1.02,4.2,15.13,35.77,2.3,11.17,22.16,154,1416,589,1314,1315,990,195,10.88,13.77,92.87,92.8,69.92,147,4599,1296,4056,684,3933,4519,3239,185,1807,4599,79.46,71.72,88.19,85.52,98.26,88.49,20.44,82.34
Dec,Maharashtra,Parbhani,Manwath,582,415,23,87,97,413,10,110,997,510,0.88,4.2,15.84,38.05,1.95,10.24,17.86,57,492,158,473,474,362,26,11.59,5.28,96.34,96.14,73.58,49,1606,510,1472,239,1511,1572,1159,71,660,1606,69.01,77.27,91.66,94.08,97.88,90.53,21.97,86.95
Dec,Maharashtra,Parbhani,Palam,1344,1123,77,216,192,797,23,293,2467,989,1.15,4.38,16.75,36.8,2.62,13.5,22.12,64,678,268,652,642,506,64,9.44,9.44,94.69,96.17,74.63,101,2423,781,2233,339,2200,2390,1291,116,1013,2423,87.07,77.1,92.16,90.8,98.64,87.37,16.47,85.23
Dec,Maharashtra,Parbhani,Parbhani,4592,3456,437,999,1010,3126,86,1436,8048,4136,2.21,7.26,17.4,40.51,4.09,16.76,26.14,223,2606,893,2421,2431,1926,241,8.56,9.25,93.28,92.9,73.91,316,9226,2579,8100,1304,8204,9047,4369,392,3563,9226,80.61,72.38,87.8,88.92,98.06,88.29,14.05,81.42
Dec,Maharashtra,Parbhani,Pathri,1266,814,125,208,209,880,19,333,2080,1089,2.59,6.89,16.85,43.06,3.75,19.56,25.33,51,663,232,582,587,472,73,7.69,11.01,88.54,87.78,71.19,73,1877,533,1638,243,1660,1852,2073,102,786,1877,71.57,67.81,87.27,88.44,98.67,81,29.54,78.49
Dec,Maharashtra,Parbhani,Purna,1669,960,82,236,217,774,8,318,2629,991,1.06,4.11,12.4,33.96,2.32,10.61,10.53,120,853,334,779,800,597,61,14.07,7.15,93.79,91.32,69.99,75,3173,902,2929,465,2909,3116,1743,95,1261,3173,78.95,71.53,92.31,91.68,98.2,85.64,16.36,85.34
Dec,Maharashtra,Parbhani,Sailu,1652,1321,107,278,260,930,19,385,2973,1190,1.59,5.74,19.67,44.26,3.57,16.36,17.43,127,724,321,683,685,534,70,17.54,9.67,94.61,94.34,73.76,102,2363,724,2184,349,2190,2321,1036,116,954,2363,87.93,75.89,92.42,92.68,98.22,89.49,12.64,84.68
Dec,Maharashtra,Parbhani,Sonpeth,656,536,22,115,116,361,8,137,1192,477,0.63,3.95,15.46,34.37,3.14,12.91,19.05,43,418,131,336,349,268,20,10.29,4.78,83.49,80.38,64.11,37,1283,391,1167,177,1168,1269,155,51,619,1283,72.55,63.17,90.96,91.04,98.91,73.14,3.02,73.67
Dec,Maharashtra,Pune,Ambegaon,1382,786,128,353,237,1098,21,481,2168,1335,1.79,6.74,10.98,30.28,2.25,12.68,14.58,111,1052,309,822,826,629,56,10.55,5.32,78.52,78.14,59.79,125,3122,826,2833,423,2904,3082,888,188,1348,3122,66.49,61.28,90.74,93.02,98.72,65.28,7.39,70.25
Dec,Maharashtra,Pune,Baramati,2135,1023,184,508,294,1257,24,692,3158,1551,1.02,3.82,5.65,17.44,1.3,6.87,7.25,140,1891,663,1713,1720,1362,221,7.4,11.69,90.96,90.59,72.03,287,7115,2063,6579,1008,6461,6978,2637,366,2811,7115,78.42,73.39,92.47,90.81,98.07,85.79,11.21,84.31
Dec,Maharashtra,Pune,Bhor,709,290,59,206,94,503,12,265,999,597,1.01,4.54,4.96,17.09,1.14,7.27,8.39,68,771,301,716,719,587,62,8.82,8.04,93.26,92.87,76.13,111,2569,788,2280,350,2382,2526,736,159,1128,2569,69.81,69.86,88.75,92.72,98.33,69.17,8.29,78.38
Dec,Maharashtra,Pune,Daund,2450,991,195,473,218,1128,25,668,3441,1346,1.03,3.51,5.21,18.09,1,6.17,9.51,171,1849,1183,1632,1637,1325,396,9.25,21.42,88.53,88.26,71.66,215,6698,1838,6012,909,5964,6577,20248,285,2577,6698,75.44,71.32,89.76,89.04,98.19,80.44,88.68,80.47
Dec,Maharashtra,Pune,Haveli,12682,6460,1170,3064,1769,8056,85,4234,19142,9825,1.68,6.09,9.27,27.47,2.24,12.43,13,841,6103,2262,5675,5643,4435,1112,13.78,18.22,92.46,92.99,72.67,600,27936,5988,25035,3634,26301,27697,30644,737,8369,27936,81.41,71.55,89.62,94.15,99.14,86.46,31.17,82.38
Dec,Maharashtra,Pune,Indapur,2794,1641,192,481,361,1717,31,673,4435,2078,1.17,4.09,9.96,26.92,1.66,9.58,10.62,141,1992,519,1805,1807,1424,67,7.08,3.36,90.71,90.61,71.49,277,7214,2139,6594,1018,6533,7074,4043,351,2903,7214,78.92,73.68,91.41,90.56,98.06,87.61,16.52,84.21
